country_region_code,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
GB,2020-04-16,Thursday,,Grocery and Pharmacy,-84,-28,-28,-7,4,44
GB,2020-04-16,Thursday,,Parks,-93,-2,-4,108,26,685
GB,2020-04-16,Thursday,,Transit Stations,-93,-62,-62,-14,13,161
GB,2020-04-16,Thursday,,Workplaces,-84,-68,-67,-47,4,31
GB,2020-04-16,Thursday,,Residential,17,27,27,40,3,13
GB,2020-04-17,Friday,,Retail and Recreation,-97,-75,-75,-55,6,35
GB,2020-04-17,Friday,,Grocery and Pharmacy,-83,-31,-31,-9,6,49
GB,2020-04-17,Friday,,Parks,-93,-25,-27,101,22,533
GB,2020-04-17,Friday,,Transit Stations,-93,-64,-65,-22,12,135
GB,2020-04-17,Friday,,Workplaces,-84,-67,-66,-49,4,29
GB,2020-04-17,Friday,,Residential,19,28,28,42,3,12
GB,2020-04-18,Saturday,,Retail and Recreation,-97,-80,-81,-58,4,25
GB,2020-04-18,Saturday,,Grocery and Pharmacy,-74,-36,-36,-12,6,47
GB,2020-04-18,Saturday,,Parks,-93,-41,-43,32,19,421
GB,2020-04-18,Saturday,,Transit Stations,-94,-65,-65,-28,10,121
GB,2020-04-18,Saturday,,Workplaces,-66,-53,-53,-34,4,18
GB,2020-04-18,Saturday,,Residential,15,19,19,25,1,4
GB,2020-04-19,Sunday,,Retail and Recreation,-95,-80,-80,-62,4,23
GB,2020-04-19,Sunday,,Grocery and Pharmacy,-72,-40,-40,-17,6,37
GB,2020-04-19,Sunday,,Parks,-87,-7,-10,105,28,895
GB,2020-04-19,Sunday,,Transit Stations,-95,-57,-57,-4,16,236
GB,2020-04-19,Sunday,,Workplaces,-65,-48,-48,-34,4,26
GB,2020-04-19,Sunday,,Residential,12,14,14,19,1,3
GB,2020-04-20,Monday,,Retail and Recreation,-96,-69,-69,-51,6,38
GB,2020-04-20,Monday,,Grocery and Pharmacy,-84,-30,-30,-7,4,41
GB,2020-04-20,Monday,,Parks,-91,4,3,104,25,835
GB,2020-04-20,Monday,,Transit Stations,-92,-60,-59,-14,13,165
GB,2020-04-20,Monday,,Workplaces,-83,-65,-65,-45,6,37
GB,2020-04-20,Monday,,Residential,17,25,25,36,3,11
GB,2020-04-21,Tuesday,,Retail and Recreation,-97,-70,-70,-50,6,37
GB,2020-04-21,Tuesday,,Grocery and Pharmacy,-84,-27,-27,-7,4,46
GB,2020-04-21,Tuesday,,Parks,-90,8,6,164,27,918
GB,2020-04-21,Tuesday,,Transit Stations,-93,-59,-59,-18,15,169
GB,2020-04-21,Tuesday,,Workplaces,-84,-66,-65,-44,6,36
GB,2020-04-21,Tuesday,,Residential,17,26,26,38,4,13
GB,2020-04-22,Wednesday,,Retail and Recreation,-97,-71,-70,-52,4,36
GB,2020-04-22,Wednesday,,Grocery and Pharmacy,-83,-28,-27,-9,4,42
GB,2020-04-22,Wednesday,,Parks,-90,7,3,142,27,917
GB,2020-04-22,Wednesday,,Transit Stations,-93,-59,-59,-17,15,173
GB,2020-04-22,Wednesday,,Workplaces,-84,-65,-65,-47,6,34
GB,2020-04-22,Wednesday,,Residential,17,26,26,38,3,12
GB,2020-04-23,Thursday,,Retail and Recreation,-97,-70,-69,-51,6,38
GB,2020-04-23,Thursday,,Grocery and Pharmacy,-84,-26,-26,-9,4,43
GB,2020-04-23,Thursday,,Parks,-91,12,9,140,30,1060
GB,2020-04-23,Thursday,,Transit Stations,-93,-59,-58,-15,15,186
GB,2020-04-23,Thursday,,Workplaces,-84,-65,-65,-46,6,34
GB,2020-04-23,Thursday,,Residential,17,26,26,39,3,13
GB,2020-04-24,Friday,,Retail and Recreation,-97,-71,-71,-49,6,36
GB,2020-04-24,Friday,,Grocery and Pharmacy,-82,-26,-26,0,6,47
GB,2020-04-24,Friday,,Parks,-90,7,4,161,30,994
GB,2020-04-24,Friday,,Transit Stations,-92,-58,-59,-14,14,178
GB,2020-04-24,Friday,,Workplaces,-82,-64,-64,-47,4,31
GB,2020-04-24,Friday,,Residential,18,27,26,39,3,11
GB,2020-04-25,Saturday,,Retail and Recreation,-96,-77,-77,-53,4,30
GB,2020-04-25,Saturday,,Grocery and Pharmacy,-71,-31,-31,-6,6,49
GB,2020-04-25,Saturday,,Parks,-88,-14,-17,76,30,769
GB,2020-04-25,Saturday,,Transit Stations,-93,-57,-57,-7,13,191
GB,2020-04-25,Saturday,,Workplaces,-65,-50,-50,-37,4,18
GB,2020-04-25,Saturday,,Residential,14,17,17,24,1,4
GB,2020-04-26,Sunday,,Retail and Recreation,-95,-78,-78,-59,4,28
GB,2020-04-26,Sunday,,Grocery and Pharmacy,-72,-37,-37,-14,4,40
GB,2020-04-26,Sunday,,Parks,-82,-5,-9,122,33,1071
GB,2020-04-26,Sunday,,Transit Stations,-94,-54,-54,-8,16,247
GB,2020-04-26,Sunday,,Workplaces,-64,-47,-46,-32,4,25
GB,2020-04-26,Sunday,,Residential,11,14,13,18,1,2
GB,2020-04-27,Monday,,Retail and Recreation,-96,-67,-67,-47,6,43
GB,2020-04-27,Monday,,Grocery and Pharmacy,-83,-28,-28,-7,4,43
GB,2020-04-27,Monday,,Parks,-91,5,2,125,25,856
GB,2020-04-27,Monday,,Transit Stations,-92,-57,-57,-14,15,183
GB,2020-04-27,Monday,,Workplaces,-82,-64,-63,-45,6,38
GB,2020-04-27,Monday,,Residential,16,25,24,36,3,11
GB,2020-04-28,Tuesday,,Retail and Recreation,-97,-72,-72,-52,6,40
GB,2020-04-28,Tuesday,,Grocery and Pharmacy,-87,-32,-32,-14,6,54
GB,2020-04-28,Tuesday,,Parks,-93,-38,-41,79,16,387
GB,2020-04-28,Tuesday,,Transit Stations,-92,-64,-64,-26,13,140
GB,2020-04-28,Tuesday,,Workplaces,-84,-65,-65,-44,6,39
GB,2020-04-28,Tuesday,,Residential,17,26,26,40,4,18
GB,2020-04-29,Wednesday,,Retail and Recreation,-97,-71,-71,-50,4,34
GB,2020-04-29,Wednesday,,Grocery and Pharmacy,-83,-28,-28,-11,4,41
GB,2020-04-29,Wednesday,,Parks,-91,-25,-27,74,16,354
GB,2020-04-29,Wednesday,,Transit Stations,-92,-62,-62,-28,13,134
GB,2020-04-29,Wednesday,,Workplaces,-84,-65,-64,-45,6,36
GB,2020-04-29,Wednesday,,Residential,17,27,26,39,3,12
GB,2020-04-30,Thursday,,Retail and Recreation,-98,-72,-72,-53,6,37
GB,2020-04-30,Thursday,,Grocery and Pharmacy,-85,-27,-27,-11,6,48
GB,2020-04-30,Thursday,,Parks,-92,-25,-26,77,16,330
GB,2020-04-30,Thursday,,Transit Stations,-92,-62,-61,11,13,155
GB,2020-04-30,Thursday,,Workplaces,-84,-65,-64,-45,6,37
GB,2020-04-30,Thursday,,Residential,17,27,26,40,3,14
GB,2020-05-01,Friday,,Retail and Recreation,-97,-73,-72,-52,4,34
GB,2020-05-01,Friday,,Grocery and Pharmacy,-82,-26,-26,-3,6,44
GB,2020-05-01,Friday,,Parks,-89,-13,-14,92,22,502
GB,2020-05-01,Friday,,Transit Stations,-92,-59,-59,36,13,188
GB,2020-05-01,Friday,,Workplaces,-82,-63,-63,-46,4,33
GB,2020-05-01,Friday,,Residential,18,27,26,40,3,11
GB,2020-05-02,Saturday,,Retail and Recreation,-96,-77,-77,-54,4,31
GB,2020-05-02,Saturday,,Grocery and Pharmacy,-71,-29,-29,-4,6,48
GB,2020-05-02,Saturday,,Parks,-84,-8,-11,95,31,872
GB,2020-05-02,Saturday,,Transit Stations,-93,-54,-54,30,13,216
GB,2020-05-02,Saturday,,Workplaces,-63,-48,-48,-32,3,20
GB,2020-05-02,Saturday,,Residential,13,17,17,22,1,3
GB,2020-05-03,Sunday,,Retail and Recreation,-97,-79,-79,-59,4,30
GB,2020-05-03,Sunday,,Grocery and Pharmacy,-75,-36,-37,-16,6,41
GB,2020-05-03,Sunday,,Parks,-87,-15,-18,91,24,693
GB,2020-05-03,Sunday,,Transit Stations,-95,-54,-54,14,18,281
GB,2020-05-03,Sunday,,Workplaces,-63,-45,-45,-31,4,28
GB,2020-05-03,Sunday,,Residential,11,14,13,19,1,3
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Retail and Recreation,-97,-67,-67,-47,6,45
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Grocery and Pharmacy,-83,-26,-26,-7,6,44
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Parks,-88,12,8,139,28,1034
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Transit Stations,-91,-55,-56,47,15,223
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Workplaces,-82,-63,-62,-43,6,41
GB,2020-05-04,Monday,May Day (Early May Bank Holiday),Residential,15,24,23,35,3,11
GB,2020-05-05,Tuesday,,Retail and Recreation,-97,-68,-67,-46,6,45
GB,2020-05-05,Tuesday,,Grocery and Pharmacy,-84,-24,-24,0,6,51
GB,2020-05-05,Tuesday,,Parks,-88,11,8,178,30,1116
GB,2020-05-05,Tuesday,,Transit Stations,-91,-55,-55,14,16,212
GB,2020-05-05,Tuesday,,Workplaces,-84,-63,-62,-44,6,40
GB,2020-05-05,Tuesday,,Residential,15,25,24,37,3,13
GB,2020-05-06,Wednesday,,Retail and Recreation,-97,-67,-67,-48,6,43
GB,2020-05-06,Wednesday,,Grocery and Pharmacy,-82,-21,-20,9,6,52
GB,2020-05-06,Wednesday,,Parks,-87,23,18,207,30,1204
GB,2020-05-06,Wednesday,,Transit Stations,-91,-53,-53,36,16,237
GB,2020-05-06,Wednesday,,Workplaces,-81,-62,-61,-43,6,39
GB,2020-05-06,Wednesday,,Residential,16,25,24,37,3,13
GB,2020-05-07,Thursday,,Retail and Recreation,-97,-64,-64,-43,6,53
GB,2020-05-07,Thursday,,Grocery and Pharmacy,-82,-13,-13,13,6,69
GB,2020-05-07,Thursday,,Parks,-87,23,21,172,33,1328
GB,2020-05-07,Thursday,,Transit Stations,-91,-52,-53,34,16,254
GB,2020-05-07,Thursday,,Workplaces,-82,-62,-62,-44,6,37
GB,2020-05-07,Thursday,,Residential,15,24,24,36,3,13
GB,2020-05-08,Friday,,Retail and Recreation,-98,-74,-74,-50,4,36
GB,2020-05-08,Friday,,Grocery and Pharmacy,-87,-29,-29,-5,6,56
GB,2020-05-08,Friday,,Parks,-84,24,16,195,42,1911
GB,2020-05-08,Friday,,Transit Stations,-94,-61,-62,15,13,172
GB,2020-05-08,Friday,,Workplaces,-87,-77,-77,-57,4,23
GB,2020-05-08,Friday,,Residential,21,29,29,38,3,9
GB,2020-05-09,Saturday,,Retail and Recreation,-95,-76,-76,-54,4,32
GB,2020-05-09,Saturday,,Grocery and Pharmacy,-71,-28,-28,-1,6,52
GB,2020-05-09,Saturday,,Parks,-73,3,-1,140,33,1230
GB,2020-05-09,Saturday,,Transit Stations,-93,-53,-54,30,13,234
GB,2020-05-09,Saturday,,Workplaces,-62,-48,-48,-34,4,18
GB,2020-05-09,Saturday,,Residential,13,16,16,21,1,2
GB,2020-05-10,Sunday,,Retail and Recreation,-97,-80,-80,-57,4,31
GB,2020-05-10,Sunday,,Grocery and Pharmacy,-78,-37,-37,-10,6,45
GB,2020-05-10,Sunday,,Parks,-85,-35,-37,40,19,414
GB,2020-05-10,Sunday,,Transit Stations,-95,-59,-59,21,13,201
GB,2020-05-10,Sunday,,Workplaces,-63,-44,-44,-28,4,29
GB,2020-05-10,Sunday,,Residential,12,14,14,19,1,3
GB,2020-05-11,Monday,,Retail and Recreation,-97,-66,-66,-47,6,49
GB,2020-05-11,Monday,,Grocery and Pharmacy,-84,-24,-24,-5,6,48
GB,2020-05-11,Monday,,Parks,-89,-2,-3,116,22,590
GB,2020-05-11,Monday,,Transit Stations,-92,-55,-56,39,16,221
GB,2020-05-11,Monday,,Workplaces,-82,-61,-61,-42,6,43
GB,2020-05-11,Monday,,Residential,15,24,23,36,3,12
GB,2020-05-12,Tuesday,,Retail and Recreation,-97,-66,-65,-47,6,46
GB,2020-05-12,Tuesday,,Grocery and Pharmacy,-83,-21,-21,2,6,51
GB,2020-05-12,Tuesday,,Parks,-87,15,14,142,29,1042
GB,2020-05-12,Tuesday,,Transit Stations,-91,-53,-53,37,15,228
GB,2020-05-12,Tuesday,,Workplaces,-81,-61,-60,-40,6,44
GB,2020-05-12,Tuesday,,Residential,15,24,24,36,3,12
GB,2020-05-13,Wednesday,,Retail and Recreation,-97,-66,-66,-48,6,44
GB,2020-05-13,Wednesday,,Grocery and Pharmacy,-83,-22,-22,3,6,52
GB,2020-05-13,Wednesday,,Parks,-89,14,14,233,27,911
GB,2020-05-13,Wednesday,,Transit Stations,-91,-53,-52,43,17,266
GB,2020-05-13,Wednesday,,Workplaces,-81,-60,-59,-41,6,43
GB,2020-05-13,Wednesday,,Residential,15,24,24,37,3,13
GB,2020-05-14,Thursday,,Retail and Recreation,-97,-64,-64,-43,6,47
GB,2020-05-14,Thursday,,Grocery and Pharmacy,-83,-19,-19,7,6,53
GB,2020-05-14,Thursday,,Parks,-87,37,37,288,36,1554
GB,2020-05-14,Thursday,,Transit Stations,-91,-50,-51,30,18,311
GB,2020-05-14,Thursday,,Workplaces,-82,-60,-59,-40,6,44
GB,2020-05-14,Thursday,,Residential,14,24,23,37,3,15
GB,2020-05-15,Friday,,Retail and Recreation,-97,-67,-66,-47,6,42
GB,2020-05-15,Friday,,Grocery and Pharmacy,-80,-20,-20,3,6,50
GB,2020-05-15,Friday,,Parks,-82,35,31,264,40,1772
GB,2020-05-15,Friday,,Transit Stations,-91,-50,-51,56,15,299
GB,2020-05-15,Friday,,Workplaces,-80,-59,-58,-43,6,39
GB,2020-05-15,Friday,,Residential,16,24,23,37,3,11
GB,2020-05-16,Saturday,,Retail and Recreation,-95,-72,-72,-50,6,38
GB,2020-05-16,Saturday,,Grocery and Pharmacy,-71,-23,-23,9,6,54
GB,2020-05-16,Saturday,,Parks,-76,18,18,171,37,1347
GB,2020-05-16,Saturday,,Transit Stations,-92,-46,-48,61,16,356
GB,2020-05-16,Saturday,,Workplaces,-61,-42,-42,-28,4,23
GB,2020-05-16,Saturday,,Residential,11,15,15,21,1,3
GB,2020-05-17,Sunday,,Retail and Recreation,-93,-72,-72,-52,6,37
GB,2020-05-17,Sunday,,Grocery and Pharmacy,-71,-27,-27,7,6,52
GB,2020-05-17,Sunday,,Parks,-69,34,37,220,47,2263
GB,2020-05-17,Sunday,,Transit Stations,-94,-41,-43,46,21,513
GB,2020-05-17,Sunday,,Workplaces,-58,-38,-37,-24,6,34
GB,2020-05-17,Sunday,,Residential,8,11,11,17,1,3
GB,2020-05-18,Monday,,Retail and Recreation,-96,-60,-60,-40,6,58
GB,2020-05-18,Monday,,Grocery and Pharmacy,-82,-19,-19,1,6,51
GB,2020-05-18,Monday,,Parks,-83,44,41,247,43,2558
GB,2020-05-18,Monday,,Transit Stations,-90,-48,-50,62,15,302
GB,2020-05-18,Monday,,Workplaces,-80,-58,-57,-39,6,48
GB,2020-05-18,Monday,,Residential,13,22,21,33,3,10
GB,2020-05-19,Tuesday,,Retail and Recreation,-97,-61,-60,-41,6,54
GB,2020-05-19,Tuesday,,Grocery and Pharmacy,-80,-16,-16,12,6,54
GB,2020-05-19,Tuesday,,Parks,-82,58,55,234,47,2545
GB,2020-05-19,Tuesday,,Transit Stations,-89,-47,-48,42,18,315
GB,2020-05-19,Tuesday,,Workplaces,-82,-58,-57,-38,6,47
GB,2020-05-19,Tuesday,,Residential,12,22,21,33,3,12
GB,2020-05-20,Wednesday,,Retail and Recreation,-97,-61,-61,-37,6,57
GB,2020-05-20,Wednesday,,Grocery and Pharmacy,-81,-14,-14,17,6,58
GB,2020-05-20,Wednesday,,Parks,-78,72,69,271,44,2737
GB,2020-05-20,Wednesday,,Transit Stations,-89,-45,-47,71,18,355
GB,2020-05-20,Wednesday,,Workplaces,-79,-58,-57,-40,6,44
GB,2020-05-20,Wednesday,,Residential,13,22,22,33,3,12
GB,2020-05-21,Thursday,,Retail and Recreation,-97,-61,-60,-37,6,55
GB,2020-05-21,Thursday,,Grocery and Pharmacy,-80,-14,-14,11,6,55
GB,2020-05-21,Thursday,,Parks,-82,57,54,221,42,2116
GB,2020-05-21,Thursday,,Transit Stations,-89,-47,-49,45,16,320
GB,2020-05-21,Thursday,,Workplaces,-80,-58,-57,-38,6,45
GB,2020-05-21,Thursday,,Residential,12,23,22,35,3,13
GB,2020-05-22,Friday,,Retail and Recreation,-97,-64,-64,-44,6,49
GB,2020-05-22,Friday,,Grocery and Pharmacy,-79,-16,-16,9,6,54
GB,2020-05-22,Friday,,Parks,-81,26,26,275,39,1945
GB,2020-05-22,Friday,,Transit Stations,-91,-50,-52,53,13,283
GB,2020-05-22,Friday,,Workplaces,-78,-57,-56,-38,6,40
GB,2020-05-22,Friday,,Residential,15,23,23,35,3,9
GB,2020-05-23,Saturday,,Retail and Recreation,-95,-70,-70,-46,6,44
GB,2020-05-23,Saturday,,Grocery and Pharmacy,-70,-21,-21,15,6,58
GB,2020-05-23,Saturday,,Parks,-78,-2,-1,114,34,1103
GB,2020-05-23,Saturday,,Transit Stations,-93,-49,-49,65,15,289
GB,2020-05-23,Saturday,,Workplaces,-58,-40,-39,-27,4,26
GB,2020-05-23,Saturday,,Residential,11,15,15,21,1,3
GB,2020-05-24,Sunday,,Retail and Recreation,-94,-69,-69,-44,6,46
GB,2020-05-24,Sunday,,Grocery and Pharmacy,-71,-23,-24,3,6,52
GB,2020-05-24,Sunday,,Parks,-66,44,42,186,45,1883
GB,2020-05-24,Sunday,,Transit Stations,-93,-38,-38,40,21,471
GB,2020-05-24,Sunday,,Workplaces,-56,-35,-35,-18,4,32
GB,2020-05-24,Sunday,,Residential,8,10,10,16,1,2
GB,2020-05-25,Monday,Spring Bank Holiday,Retail and Recreation,-97,-62,-62,-27,7,68
GB,2020-05-25,Monday,Spring Bank Holiday,Grocery and Pharmacy,-86,-22,-22,1,6,59
GB,2020-05-25,Monday,Spring Bank Holiday,Parks,-72,141,141,407,86,7689
GB,2020-05-25,Monday,Spring Bank Holiday,Transit Stations,-92,-48,-50,70,19,440
GB,2020-05-25,Monday,Spring Bank Holiday,Workplaces,-87,-77,-78,-53,4,40
GB,2020-05-25,Monday,Spring Bank Holiday,Residential,17,24,25,30,3,6
GB,2020-05-26,Tuesday,,Retail and Recreation,-96,-56,-56,-27,7,69
GB,2020-05-26,Tuesday,,Grocery and Pharmacy,-80,-11,-11,21,6,63
GB,2020-05-26,Tuesday,,Parks,-80,74,74,209,45,2393
GB,2020-05-26,Tuesday,,Transit Stations,-88,-44,-46,76,18,365
GB,2020-05-26,Tuesday,,Workplaces,-80,-57,-57,-38,6,46
GB,2020-05-26,Tuesday,,Residential,12,21,20,32,3,12
GB,2020-05-27,Wednesday,,Retail and Recreation,-96,-58,-58,-33,6,64
GB,2020-05-27,Wednesday,,Grocery and Pharmacy,-81,-13,-12,13,6,59
GB,2020-05-27,Wednesday,,Parks,-79,72,71,208,44,2215
GB,2020-05-27,Wednesday,,Transit Stations,-88,-43,-45,72,18,369
GB,2020-05-27,Wednesday,,Workplaces,-78,-57,-56,-38,6,46
GB,2020-05-27,Wednesday,,Residential,12,21,21,34,3,12
GB,2020-05-28,Thursday,,Retail and Recreation,-96,-57,-56,-30,6,63
GB,2020-05-28,Thursday,,Grocery and Pharmacy,-79,-10,-10,15,6,62
GB,2020-05-28,Thursday,,Parks,-81,83,82,238,44,2573
GB,2020-05-28,Thursday,,Transit Stations,-89,-42,-44,66,19,402
GB,2020-05-28,Thursday,,Workplaces,-78,-56,-56,-36,6,46
GB,2020-05-28,Thursday,,Residential,12,21,21,34,3,12
GB,2020-05-29,Friday,,Retail and Recreation,-96,-60,-59,-37,6,58
GB,2020-05-29,Friday,,Grocery and Pharmacy,-77,-10,-10,13,6,60
GB,2020-05-29,Friday,,Parks,-77,79,74,257,50,2684
GB,2020-05-29,Friday,,Transit Stations,-90,-41,-44,84,18,395
GB,2020-05-29,Friday,,Workplaces,-76,-55,-54,-37,6,40
GB,2020-05-29,Friday,,Residential,13,21,21,33,3,10
GB,2020-05-30,Saturday,,Retail and Recreation,-94,-67,-67,-42,6,52
GB,2020-05-30,Saturday,,Grocery and Pharmacy,-66,-13,-14,25,7,71
GB,2020-05-30,Saturday,,Parks,-63,59,58,351,44,2526
GB,2020-05-30,Saturday,,Transit Stations,-91,-34,-36,88,19,483
GB,2020-05-30,Saturday,,Workplaces,-45,-30,-29,-17,4,23
GB,2020-05-30,Saturday,,Residential,8,12,11,15,1,2
GB,2020-05-31,Sunday,,Retail and Recreation,-92,-65,-65,-31,7,65
GB,2020-05-31,Sunday,,Grocery and Pharmacy,-70,-17,-17,20,7,76
GB,2020-05-31,Sunday,,Parks,-60,72,68,387,44,2499
GB,2020-05-31,Sunday,,Transit Stations,-93,-29,-29,66,24,671
GB,2020-05-31,Sunday,,Workplaces,-44,-25,-24,-11,4,33
GB,2020-05-31,Sunday,,Residential,5,8,8,12,1,2
GB,2020-06-01,Monday,,Retail and Recreation,-95,-53,-52,-28,7,76
GB,2020-06-01,Monday,,Grocery and Pharmacy,-80,-11,-11,17,6,63
GB,2020-06-01,Monday,,Parks,-78,77,73,255,43,2362
GB,2020-06-01,Monday,,Transit Stations,-88,-38,-39,26,21,396
GB,2020-06-01,Monday,,Workplaces,-79,-52,-51,-31,7,55
GB,2020-06-01,Monday,,Residential,10,18,18,30,3,11
GB,2020-06-02,Tuesday,,Retail and Recreation,-96,-55,-55,-30,7,70
GB,2020-06-02,Tuesday,,Grocery and Pharmacy,-79,-12,-12,17,6,61
GB,2020-06-02,Tuesday,,Parks,-78,84,82,263,50,3167
GB,2020-06-02,Tuesday,,Transit Stations,-87,-38,-39,90,19,447
GB,2020-06-02,Tuesday,,Workplaces,-78,-52,-51,-32,7,53
GB,2020-06-02,Tuesday,,Residential,10,19,18,31,3,12
GB,2020-06-03,Wednesday,,Retail and Recreation,-96,-60,-59,-40,6,63
GB,2020-06-03,Wednesday,,Grocery and Pharmacy,-81,-18,-18,1,6,52
GB,2020-06-03,Wednesday,,Parks,-84,5,0,147,25,898
GB,2020-06-03,Wednesday,,Transit Stations,-87,-47,-48,49,15,247
GB,2020-06-03,Wednesday,,Workplaces,-81,-53,-52,-34,6,50
GB,2020-06-03,Wednesday,,Residential,13,22,21,34,3,12
GB,2020-06-04,Thursday,,Retail and Recreation,-97,-58,-57,-39,6,60
GB,2020-06-04,Thursday,,Grocery and Pharmacy,-80,-15,-14,11,6,53
GB,2020-06-04,Thursday,,Parks,-85,28,27,218,28,1110
GB,2020-06-04,Thursday,,Transit Stations,-88,-44,-45,48,18,320
GB,2020-06-04,Thursday,,Workplaces,-76,-53,-52,-32,7,51
GB,2020-06-04,Thursday,,Residential,11,21,21,34,3,13
GB,2020-06-05,Friday,,Retail and Recreation,-96,-61,-61,-42,6,51
GB,2020-06-05,Friday,,Grocery and Pharmacy,-78,-16,-15,16,6,53
GB,2020-06-05,Friday,,Parks,-78,20,18,223,31,1084
GB,2020-06-05,Friday,,Transit Stations,-89,-47,-48,5,13,238
GB,2020-06-05,Friday,,Workplaces,-77,-52,-51,-34,6,44
GB,2020-06-05,Friday,,Residential,14,21,21,34,3,10
GB,2020-06-06,Saturday,,Retail and Recreation,-95,-67,-67,-45,6,49
GB,2020-06-06,Saturday,,Grocery and Pharmacy,-72,-20,-20,8,6,59
GB,2020-06-06,Saturday,,Parks,-82,-10,-11,103,24,729
GB,2020-06-06,Saturday,,Transit Stations,-92,-47,-47,3,13,218
GB,2020-06-06,Saturday,,Workplaces,-48,-32,-31,-20,4,24
GB,2020-06-06,Saturday,,Residential,11,14,14,19,1,2
GB,2020-06-07,Sunday,,Retail and Recreation,-93,-66,-67,-30,6,59
GB,2020-06-07,Sunday,,Grocery and Pharmacy,-70,-22,-22,16,6,55
GB,2020-06-07,Sunday,,Parks,-68,26,25,218,40,1458
GB,2020-06-07,Sunday,,Transit Stations,-91,-38,-38,22,18,387
GB,2020-06-07,Sunday,,Workplaces,-48,-26,-26,-6,6,39
GB,2020-06-07,Sunday,,Residential,7,10,10,15,1,2
GB,2020-06-08,Monday,,Retail and Recreation,-95,-53,-52,-32,6,70
GB,2020-06-08,Monday,,Grocery and Pharmacy,-79,-15,-15,16,6,52
GB,2020-06-08,Monday,,Parks,-78,50,49,161,37,1255
GB,2020-06-08,Monday,,Transit Stations,-89,-43,-43,14,18,297
GB,2020-06-08,Monday,,Workplaces,-75,-50,-49,-31,6,56
GB,2020-06-08,Monday,,Residential,10,19,18,31,3,11
GB,2020-06-09,Tuesday,,Retail and Recreation,-95,-54,-53,-32,6,64
GB,2020-06-09,Tuesday,,Grocery and Pharmacy,-78,-14,-14,19,6,53
GB,2020-06-09,Tuesday,,Parks,-76,64,64,190,39,1715
GB,2020-06-09,Tuesday,,Transit Stations,-86,-42,-43,19,18,311
GB,2020-06-09,Tuesday,,Workplaces,-75,-50,-49,-29,6,56
GB,2020-06-09,Tuesday,,Residential,10,19,18,32,4,12
GB,2020-06-10,Wednesday,,Retail and Recreation,-96,-58,-58,-39,7,60
GB,2020-06-10,Wednesday,,Grocery and Pharmacy,-80,-17,-16,16,6,55
GB,2020-06-10,Wednesday,,Parks,-83,6,4,210,26,842
GB,2020-06-10,Wednesday,,Transit Stations,-87,-49,-49,-7,16,230
GB,2020-06-10,Wednesday,,Workplaces,-77,-51,-50,-31,7,54
GB,2020-06-10,Wednesday,,Residential,12,21,20,35,3,13
GB,2020-06-11,Thursday,,Retail and Recreation,-96,-56,-56,-30,6,65
GB,2020-06-11,Thursday,,Grocery and Pharmacy,-79,-15,-15,9,6,50
GB,2020-06-11,Thursday,,Parks,-81,19,15,167,25,936
GB,2020-06-11,Thursday,,Transit Stations,-89,-48,-48,-3,15,215
GB,2020-06-11,Thursday,,Workplaces,-76,-51,-50,-30,6,51
GB,2020-06-11,Thursday,,Residential,12,21,20,34,3,12
GB,2020-06-12,Friday,,Retail and Recreation,-96,-59,-58,-40,6,59
GB,2020-06-12,Friday,,Grocery and Pharmacy,-78,-15,-15,6,6,48
GB,2020-06-12,Friday,,Parks,-80,17,14,188,31,1050
GB,2020-06-12,Friday,,Transit Stations,-90,-48,-48,2,13,213
GB,2020-06-12,Friday,,Workplaces,-73,-50,-49,-33,6,45
GB,2020-06-12,Friday,,Residential,13,21,20,34,3,10
GB,2020-06-13,Saturday,,Retail and Recreation,-93,-62,-62,-40,6,57
GB,2020-06-13,Saturday,,Grocery and Pharmacy,-61,-14,-14,17,6,56
GB,2020-06-13,Saturday,,Parks,-58,55,53,248,53,2617
GB,2020-06-13,Saturday,,Transit Stations,-90,-36,-37,32,18,363
GB,2020-06-13,Saturday,,Workplaces,-47,-22,-21,-7,6,36
GB,2020-06-13,Saturday,,Residential,7,11,11,18,1,2
GB,2020-06-14,Sunday,,Retail and Recreation,-92,-60,-60,-20,7,74
GB,2020-06-14,Sunday,,Grocery and Pharmacy,-68,-17,-18,15,6,69
GB,2020-06-14,Sunday,,Parks,-56,70,67,335,43,2297
GB,2020-06-14,Sunday,,Transit Stations,-91,-30,-32,91,19,599
GB,2020-06-14,Sunday,,Workplaces,-40,-18,-17,-3,6,39
GB,2020-06-14,Sunday,,Residential,5,8,8,13,1,1
GB,2020-06-15,Monday,,Retail and Recreation,-93,-43,-42,-22,7,85
GB,2020-06-15,Monday,,Grocery and Pharmacy,-76,-12,-12,16,6,51
GB,2020-06-15,Monday,,Parks,-76,67,67,203,41,1911
GB,2020-06-15,Monday,,Transit Stations,-88,-39,-40,21,16,315
GB,2020-06-15,Monday,,Workplaces,-74,-49,-47,-29,7,58
GB,2020-06-15,Monday,,Residential,9,17,17,29,3,10
