country_region_code,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
GB,2020-08-16,Sunday,,Residential,0,3,3,8,0,1
GB,2020-08-17,Monday,,Retail and Recreation,-79,-13,-11,37,9,227
GB,2020-08-17,Monday,,Grocery and Pharmacy,-70,-16,-16,27,4,74
GB,2020-08-17,Monday,,Parks,-58,-9,2,16,21,745
GB,2020-08-17,Monday,,Transit Stations,-75,-41,-45,24,15,253
GB,2020-08-17,Monday,,Workplaces,-71,-47,-46,-29,7,57
GB,2020-08-17,Monday,,Residential,5,11,10,21,2,8
GB,2020-08-18,Tuesday,,Retail and Recreation,-78,-13,-10,35,10,219
GB,2020-08-18,Tuesday,,Grocery and Pharmacy,-69,-16,-15,23,4,72
GB,2020-08-18,Tuesday,,Parks,-56,1,10,27,17,779
GB,2020-08-18,Tuesday,,Transit Stations,-76,-41,-44,29,13,247
GB,2020-08-18,Tuesday,,Workplaces,-68,-44,-43,-26,7,58
GB,2020-08-18,Tuesday,,Residential,5,11,11,21,3,8
GB,2020-08-19,Wednesday,,Retail and Recreation,-80,-18,-15,46,10,225
GB,2020-08-19,Wednesday,,Grocery and Pharmacy,-71,-19,-19,21,6,80
GB,2020-08-19,Wednesday,,Parks,-64,-22,-24,18,21,613
GB,2020-08-19,Wednesday,,Transit Stations,-75,-44,-47,7,13,200
GB,2020-08-19,Wednesday,,Workplaces,-69,-45,-44,-26,7,60
GB,2020-08-19,Wednesday,,Residential,6,13,12,23,3,12
GB,2020-08-20,Thursday,,Retail and Recreation,-81,-20,-18,41,9,214
GB,2020-08-20,Thursday,,Grocery and Pharmacy,-68,-11,-11,20,4,73
GB,2020-08-20,Thursday,,Parks,-55,15,19,58,34,1352
GB,2020-08-20,Thursday,,Transit Stations,-75,-40,-43,21,14,259
GB,2020-08-20,Thursday,,Workplaces,-69,-45,-43,-28,7,54
GB,2020-08-20,Thursday,,Residential,5,11,10,20,3,8
GB,2020-08-21,Friday,,Retail and Recreation,-82,-27,-25,27,6,137
GB,2020-08-21,Friday,,Grocery and Pharmacy,-67,-14,-14,15,4,60
GB,2020-08-21,Friday,,Parks,-62,-7,-5,48,21,856
GB,2020-08-21,Friday,,Transit Stations,-74,-38,-43,32,13,330
GB,2020-08-21,Friday,,Workplaces,-68,-44,-44,-27,7,49
GB,2020-08-21,Friday,,Residential,6,11,11,21,1,6
GB,2020-08-22,Saturday,,Retail and Recreation,-69,-30,-29,12,7,120
GB,2020-08-22,Saturday,,Grocery and Pharmacy,-44,-16,-16,18,4,47
GB,2020-08-22,Saturday,,Parks,-39,9,10,49,22,601
GB,2020-08-22,Saturday,,Transit Stations,-66,-33,-35,36,13,285
GB,2020-08-22,Saturday,,Workplaces,-26,-12,-11,-1,4,23
GB,2020-08-22,Saturday,,Residential,1,4,3,11,1,1
GB,2020-08-23,Sunday,,Retail and Recreation,-68,-30,-29,37,7,145
GB,2020-08-23,Sunday,,Grocery and Pharmacy,-43,-20,-20,22,4,54
GB,2020-08-23,Sunday,,Parks,-39,20,19,118,36,1308
GB,2020-08-23,Sunday,,Transit Stations,-69,-37,-36,0,12,164
GB,2020-08-23,Sunday,,Workplaces,-24,-10,-10,0,5,26
GB,2020-08-23,Sunday,,Residential,0,2,2,7,0,1
GB,2020-08-24,Monday,,Retail and Recreation,-77,-8,-5,43,10,254
GB,2020-08-24,Monday,,Grocery and Pharmacy,-69,-15,-15,27,5,79
GB,2020-08-24,Monday,,Parks,-62,-3,-2,48,45,1597
GB,2020-08-24,Monday,,Transit Stations,-74,-38,-43,29,13,282
GB,2020-08-24,Monday,,Workplaces,-69,-45,-43,-23,7,62
GB,2020-08-24,Monday,,Residential,4,10,9,20,3,9
GB,2020-08-25,Tuesday,,Retail and Recreation,-78,-14,-11,32,10,220
GB,2020-08-25,Tuesday,,Grocery and Pharmacy,-69,-18,-18,24,4,71
GB,2020-08-25,Tuesday,,Parks,-67,-24,-21,25,10,556
GB,2020-08-25,Tuesday,,Transit Stations,-75,-44,-47,21,12,205
GB,2020-08-25,Tuesday,,Workplaces,-69,-46,-45,-28,7,55
GB,2020-08-25,Tuesday,,Residential,7,13,12,21,3,7
GB,2020-08-26,Wednesday,,Retail and Recreation,-76,-6,-4,54,10,265
GB,2020-08-26,Wednesday,,Grocery and Pharmacy,-66,-14,-14,19,4,64
GB,2020-08-26,Wednesday,,Parks,-60,-2,9,35,7,966
GB,2020-08-26,Wednesday,,Transit Stations,-73,-38,-41,29,13,246
GB,2020-08-26,Wednesday,,Workplaces,-66,-43,-42,-23,7,58
GB,2020-08-26,Wednesday,,Residential,5,10,10,19,3,7
GB,2020-08-27,Thursday,,Retail and Recreation,-81,-22,-19,37,7,200
GB,2020-08-27,Thursday,,Grocery and Pharmacy,-69,-14,-13,19,6,81
GB,2020-08-27,Thursday,,Parks,-73,-19,-16,22,15,706
GB,2020-08-27,Thursday,,Transit Stations,-75,-41,-45,15,13,253
GB,2020-08-27,Thursday,,Workplaces,-69,-44,-43,-24,7,59
GB,2020-08-27,Thursday,,Residential,6,12,12,22,3,8
GB,2020-08-28,Friday,,Retail and Recreation,-80,-20,-18,36,7,158
GB,2020-08-28,Friday,,Grocery and Pharmacy,-66,-11,-11,20,4,72
GB,2020-08-28,Friday,,Parks,-70,-14,-15,31,18,780
GB,2020-08-28,Friday,,Transit Stations,-72,-36,-40,37,13,325
GB,2020-08-28,Friday,,Workplaces,-67,-44,-44,-25,7,53
GB,2020-08-28,Friday,,Residential,5,10,10,19,1,6
GB,2020-08-29,Saturday,,Retail and Recreation,-66,-26,-26,22,7,121
GB,2020-08-29,Saturday,,Grocery and Pharmacy,-44,-14,-14,21,4,55
GB,2020-08-29,Saturday,,Parks,-50,-7,-3,25,19,389
GB,2020-08-29,Saturday,,Transit Stations,-63,-31,-34,36,12,296
GB,2020-08-29,Saturday,,Workplaces,-27,-13,-12,-1,6,28
GB,2020-08-29,Saturday,,Residential,0,3,3,6,1,1
GB,2020-08-30,Sunday,,Retail and Recreation,-60,-20,-21,50,9,185
GB,2020-08-30,Sunday,,Grocery and Pharmacy,-40,-17,-18,22,4,58
GB,2020-08-30,Sunday,,Parks,-32,20,23,48,15,524
GB,2020-08-30,Sunday,,Transit Stations,-69,-33,-34,1,12,193
GB,2020-08-30,Sunday,,Workplaces,-27,-10,-9,2,6,32
GB,2020-08-30,Sunday,,Residential,-2,0,0,3,1,1
GB,2020-08-31,Monday,Summer Bank Holiday,Retail and Recreation,-85,-3,-2,46,13,309
GB,2020-08-31,Monday,Summer Bank Holiday,Grocery and Pharmacy,-77,-21,-20,11,4,77
GB,2020-08-31,Monday,Summer Bank Holiday,Parks,-65,16,28,55,39,2078
GB,2020-08-31,Monday,Summer Bank Holiday,Transit Stations,-81,-46,-51,17,13,280
GB,2020-08-31,Monday,Summer Bank Holiday,Workplaces,-81,-68,-70,-31,6,95
GB,2020-08-31,Monday,Summer Bank Holiday,Residential,5,14,14,18,3,7
GB,2020-09-01,Tuesday,,Retail and Recreation,-79,-16,-13,48,9,228
GB,2020-09-01,Tuesday,,Grocery and Pharmacy,-67,-7,-7,25,6,79
GB,2020-09-01,Tuesday,,Parks,-64,2,9,46,43,1415
GB,2020-09-01,Tuesday,,Transit Stations,-73,-37,-39,26,15,242
GB,2020-09-01,Tuesday,,Workplaces,-69,-42,-41,-18,7,65
GB,2020-09-01,Tuesday,,Residential,4,10,9,19,3,9
GB,2020-09-02,Wednesday,,Retail and Recreation,-79,-21,-18,35,7,180
GB,2020-09-02,Wednesday,,Grocery and Pharmacy,-66,-12,-12,18,4,64
GB,2020-09-02,Wednesday,,Parks,-64,-9,-16,49,28,915
GB,2020-09-02,Wednesday,,Transit Stations,-73,-40,-41,15,13,187
GB,2020-09-02,Wednesday,,Workplaces,-67,-41,-40,-17,7,60
GB,2020-09-02,Wednesday,,Residential,5,11,11,21,3,8
GB,2020-09-03,Thursday,,Retail and Recreation,-79,-21,-19,35,9,178
GB,2020-09-03,Thursday,,Grocery and Pharmacy,-67,-11,-10,12,6,65
GB,2020-09-03,Thursday,,Parks,-69,-10,-5,34,30,1025
GB,2020-09-03,Thursday,,Transit Stations,-74,-39,-40,10,13,198
GB,2020-09-03,Thursday,,Workplaces,-67,-41,-39,-16,7,63
GB,2020-09-03,Thursday,,Residential,4,11,10,21,3,9
GB,2020-09-04,Friday,,Retail and Recreation,-78,-22,-20,24,7,125
GB,2020-09-04,Friday,,Grocery and Pharmacy,-65,-12,-11,8,4,51
GB,2020-09-04,Friday,,Parks,-65,2,0,60,29,1180
GB,2020-09-04,Friday,,Transit Stations,-71,-33,-36,27,15,268
GB,2020-09-04,Friday,,Workplaces,-65,-38,-38,-14,7,58
GB,2020-09-04,Friday,,Residential,4,9,8,18,1,6
GB,2020-09-05,Saturday,,Retail and Recreation,-62,-25,-23,14,7,99
GB,2020-09-05,Saturday,,Grocery and Pharmacy,-41,-12,-13,14,4,38
GB,2020-09-05,Saturday,,Parks,-36,11,12,60,27,599
GB,2020-09-05,Saturday,,Transit Stations,-65,-31,-32,24,11,216
GB,2020-09-05,Saturday,,Workplaces,-28,-11,-10,1,4,32
GB,2020-09-05,Saturday,,Residential,1,3,3,6,1,1
GB,2020-09-06,Sunday,,Retail and Recreation,-60,-24,-23,35,7,119
GB,2020-09-06,Sunday,,Grocery and Pharmacy,-41,-14,-14,20,4,47
GB,2020-09-06,Sunday,,Parks,-35,31,28,101,41,1281
GB,2020-09-06,Sunday,,Transit Stations,-66,-35,-35,-2,15,174
GB,2020-09-06,Sunday,,Workplaces,-28,-10,-9,-1,6,31
GB,2020-09-06,Sunday,,Residential,0,2,2,4,0,1
GB,2020-09-07,Monday,,Retail and Recreation,-76,-19,-16,17,7,152
GB,2020-09-07,Monday,,Grocery and Pharmacy,-68,-11,-11,24,6,69
GB,2020-09-07,Monday,,Parks,-72,-16,-11,22,24,894
GB,2020-09-07,Monday,,Transit Stations,-72,-35,-37,28,13,223
GB,2020-09-07,Monday,,Workplaces,-68,-41,-40,-16,7,64
GB,2020-09-07,Monday,,Residential,3,9,8,19,3,7
GB,2020-09-08,Tuesday,,Retail and Recreation,-75,-19,-18,49,8,180
GB,2020-09-08,Tuesday,,Grocery and Pharmacy,-64,-11,-10,22,4,63
GB,2020-09-08,Tuesday,,Parks,-65,-3,10,40,22,1128
GB,2020-09-08,Tuesday,,Transit Stations,-72,-35,-35,29,13,205
GB,2020-09-08,Tuesday,,Workplaces,-66,-40,-39,-14,7,67
GB,2020-09-08,Tuesday,,Residential,3,9,9,19,3,8
GB,2020-09-09,Wednesday,,Retail and Recreation,-76,-21,-18,39,7,159
GB,2020-09-09,Wednesday,,Grocery and Pharmacy,-64,-12,-12,19,4,61
GB,2020-09-09,Wednesday,,Parks,-62,-4,4,37,20,957
GB,2020-09-09,Wednesday,,Transit Stations,-71,-36,-36,19,12,184
GB,2020-09-09,Wednesday,,Workplaces,-64,-38,-37,-9,7,65
GB,2020-09-09,Wednesday,,Residential,3,9,9,20,3,8
GB,2020-09-10,Thursday,,Retail and Recreation,-75,-21,-19,37,7,155
GB,2020-09-10,Thursday,,Grocery and Pharmacy,-63,-10,-10,15,6,62
GB,2020-09-10,Thursday,,Parks,-64,-3,3,27,24,891
GB,2020-09-10,Thursday,,Transit Stations,-71,-35,-34,29,14,205
GB,2020-09-10,Thursday,,Workplaces,-64,-38,-38,-10,7,63
GB,2020-09-10,Thursday,,Residential,2,9,8,19,3,8
GB,2020-09-11,Friday,,Retail and Recreation,-76,-15,-16,65,8,177
GB,2020-09-11,Friday,,Grocery and Pharmacy,-63,-7,-9,45,6,93
GB,2020-09-11,Friday,,Parks,-68,73,61,378,33,3110
GB,2020-09-11,Friday,,Transit Stations,-68,-21,-23,85,18,401
GB,2020-09-11,Friday,,Workplaces,-65,-36,-36,-11,7,58
GB,2020-09-11,Friday,,Residential,2,8,7,18,2,6
GB,2020-09-12,Saturday,,Retail and Recreation,-61,-18,-20,75,9,201
GB,2020-09-12,Saturday,,Grocery and Pharmacy,-44,-8,-10,61,7,118
GB,2020-09-12,Saturday,,Parks,-63,73,66,370,36,2816
GB,2020-09-12,Saturday,,Transit Stations,-64,-16,-19,119,18,496
GB,2020-09-12,Saturday,,Workplaces,-26,-7,-7,20,6,37
GB,2020-09-12,Saturday,,Residential,0,3,2,8,1,1
GB,2020-09-13,Sunday,,Retail and Recreation,-62,-12,-15,104,14,351
GB,2020-09-13,Sunday,,Grocery and Pharmacy,-40,-9,-11,75,7,132
GB,2020-09-13,Sunday,,Parks,-60,98,91,403,42,3009
GB,2020-09-13,Sunday,,Transit Stations,-67,-9,-13,97,19,599
GB,2020-09-13,Sunday,,Workplaces,-26,-5,-5,30,6,45
GB,2020-09-13,Sunday,,Residential,-2,1,1,5,1,1
GB,2020-09-14,Monday,,Retail and Recreation,-75,-9,-11,78,10,262
GB,2020-09-14,Monday,,Grocery and Pharmacy,-65,-6,-8,47,6,111
GB,2020-09-14,Monday,,Parks,-65,108,95,403,49,5429
GB,2020-09-14,Monday,,Transit Stations,-71,-20,-23,71,18,459
GB,2020-09-14,Monday,,Workplaces,-64,-35,-34,-6,7,65
GB,2020-09-14,Monday,,Residential,1,8,7,17,3,8
GB,2020-09-15,Tuesday,,Retail and Recreation,-74,-10,-12,81,10,268
GB,2020-09-15,Tuesday,,Grocery and Pharmacy,-62,-6,-7,47,7,110
GB,2020-09-15,Tuesday,,Parks,-66,99,86,415,42,4819
GB,2020-09-15,Tuesday,,Transit Stations,-69,-22,-24,83,18,395
GB,2020-09-15,Tuesday,,Workplaces,-65,-35,-34,-8,7,65
GB,2020-09-15,Tuesday,,Residential,2,9,8,18,3,8
GB,2020-09-16,Wednesday,,Retail and Recreation,-74,-13,-14,63,9,211
GB,2020-09-16,Wednesday,,Grocery and Pharmacy,-63,-8,-9,38,7,91
GB,2020-09-16,Wednesday,,Parks,-62,78,67,319,36,3462
GB,2020-09-16,Wednesday,,Transit Stations,-70,-24,-26,56,16,341
GB,2020-09-16,Wednesday,,Workplaces,-65,-34,-34,-8,7,60
GB,2020-09-16,Wednesday,,Residential,2,9,8,19,3,8
GB,2020-09-17,Thursday,,Retail and Recreation,-74,-11,-12,65,9,214
GB,2020-09-17,Thursday,,Grocery and Pharmacy,-63,-7,-8,38,7,91
GB,2020-09-17,Thursday,,Parks,-64,93,84,357,40,3754
GB,2020-09-17,Thursday,,Transit Stations,-71,-23,-24,61,18,390
GB,2020-09-17,Thursday,,Workplaces,-67,-35,-34,-9,7,62
GB,2020-09-17,Thursday,,Residential,3,8,8,18,3,8
GB,2020-09-18,Friday,,Retail and Recreation,-75,-15,-16,64,9,187
GB,2020-09-18,Friday,,Grocery and Pharmacy,-63,-7,-9,44,6,93
GB,2020-09-18,Friday,,Parks,-68,83,71,374,39,3432
GB,2020-09-18,Friday,,Transit Stations,-68,-20,-22,77,18,409
GB,2020-09-18,Friday,,Workplaces,-61,-33,-33,-6,7,58
GB,2020-09-18,Friday,,Residential,2,7,7,17,3,7
GB,2020-09-19,Saturday,,Retail and Recreation,-59,-18,-20,76,10,214
GB,2020-09-19,Saturday,,Grocery and Pharmacy,-39,-8,-10,59,7,126
GB,2020-09-19,Saturday,,Parks,-59,77,68,351,35,2928
GB,2020-09-19,Saturday,,Transit Stations,-64,-17,-20,110,16,528
GB,2020-09-19,Saturday,,Workplaces,-27,-8,-7,24,6,36
GB,2020-09-19,Saturday,,Residential,-1,3,3,7,1,1
GB,2020-09-20,Sunday,,Retail and Recreation,-60,-13,-16,88,13,320
GB,2020-09-20,Sunday,,Grocery and Pharmacy,-40,-9,-11,66,7,121
GB,2020-09-20,Sunday,,Parks,-57,88,82,377,37,2961
GB,2020-09-20,Sunday,,Transit Stations,-68,-11,-15,105,19,616
GB,2020-09-20,Sunday,,Workplaces,-25,-5,-5,32,6,47
GB,2020-09-20,Sunday,,Residential,-1,2,2,6,1,1
GB,2020-09-21,Monday,,Retail and Recreation,-73,-10,-12,66,9,218
GB,2020-09-21,Monday,,Grocery and Pharmacy,-66,-6,-7,41,6,94
GB,2020-09-21,Monday,,Parks,-67,92,82,349,40,3853
GB,2020-09-21,Monday,,Transit Stations,-71,-23,-25,63,16,386
GB,2020-09-21,Monday,,Workplaces,-64,-36,-35,-6,7,71
GB,2020-09-21,Monday,,Residential,3,8,8,18,3,8
GB,2020-09-22,Tuesday,,Retail and Recreation,-72,-13,-15,66,9,195
GB,2020-09-22,Tuesday,,Grocery and Pharmacy,-62,-6,-7,39,7,92
GB,2020-09-22,Tuesday,,Parks,-66,76,69,349,37,3008
GB,2020-09-22,Tuesday,,Transit Stations,-70,-27,-28,44,15,284
GB,2020-09-22,Tuesday,,Workplaces,-63,-35,-34,-5,7,67
GB,2020-09-22,Tuesday,,Residential,3,9,9,18,3,7
GB,2020-09-23,Wednesday,,Retail and Recreation,-76,-20,-21,35,9,148
GB,2020-09-23,Wednesday,,Grocery and Pharmacy,-67,-9,-11,27,7,85
GB,2020-09-23,Wednesday,,Parks,-74,23,14,236,24,1898
GB,2020-09-23,Wednesday,,Transit Stations,-72,-32,-34,33,13,227
GB,2020-09-23,Wednesday,,Workplaces,-65,-33,-33,-5,7,64
GB,2020-09-23,Wednesday,,Residential,5,11,10,22,2,8
GB,2020-09-24,Thursday,,Retail and Recreation,-77,-19,-19,44,7,139
GB,2020-09-24,Thursday,,Grocery and Pharmacy,-66,-7,-8,29,6,80
GB,2020-09-24,Thursday,,Parks,-77,33,24,256,24,2003
GB,2020-09-24,Thursday,,Transit Stations,-73,-32,-34,23,13,237
GB,2020-09-24,Thursday,,Workplaces,-64,-34,-33,-4,7,66
GB,2020-09-24,Thursday,,Residential,4,10,10,21,3,8
GB,2020-09-25,Friday,,Retail and Recreation,-77,-19,-20,17,7,118
GB,2020-09-25,Friday,,Grocery and Pharmacy,-65,-6,-7,29,6,82
GB,2020-09-25,Friday,,Parks,-77,35,27,278,30,2017
GB,2020-09-25,Friday,,Transit Stations,-69,-28,-30,61,15,286
GB,2020-09-25,Friday,,Workplaces,-61,-32,-32,-8,7,66
GB,2020-09-25,Friday,,Residential,5,10,9,20,1,6
GB,2020-09-26,Saturday,,Retail and Recreation,-59,-21,-22,46,9,146
GB,2020-09-26,Saturday,,Grocery and Pharmacy,-43,-7,-8,50,7,106
GB,2020-09-26,Saturday,,Parks,-67,34,25,266,33,2189
GB,2020-09-26,Saturday,,Transit Stations,-67,-26,-30,57,13,357
GB,2020-09-26,Saturday,,Workplaces,-25,-7,-6,22,6,38
GB,2020-09-26,Saturday,,Residential,2,5,5,8,1,1
GB,2020-09-27,Sunday,,Retail and Recreation,-61,-18,-21,56,12,219
GB,2020-09-27,Sunday,,Grocery and Pharmacy,-45,-10,-12,49,6,90
GB,2020-09-27,Sunday,,Parks,-69,46,37,298,39,2315
GB,2020-09-27,Sunday,,Transit Stations,-70,-21,-24,59,16,422
GB,2020-09-27,Sunday,,Workplaces,-28,-5,-5,33,6,50
GB,2020-09-27,Sunday,,Residential,1,3,3,6,1,1
GB,2020-09-28,Monday,,Retail and Recreation,-75,-12,-13,49,9,150
GB,2020-09-28,Monday,,Grocery and Pharmacy,-67,-6,-6,32,6,82
GB,2020-09-28,Monday,,Parks,-73,53,46,239,29,1886
GB,2020-09-28,Monday,,Transit Stations,-73,-29,-31,52,15,295
GB,2020-09-28,Monday,,Workplaces,-67,-33,-32,0,9,91
GB,2020-09-28,Monday,,Residential,3,9,9,19,3,8
GB,2020-09-29,Tuesday,,Retail and Recreation,-76,-14,-15,43,9,149
GB,2020-09-29,Tuesday,,Grocery and Pharmacy,-66,-6,-6,31,6,81
GB,2020-09-29,Tuesday,,Parks,-74,55,48,249,34,2013
GB,2020-09-29,Tuesday,,Transit Stations,-72,-29,-31,44,15,264
GB,2020-09-29,Tuesday,,Workplaces,-61,-32,-31,-1,7,75
GB,2020-09-29,Tuesday,,Residential,4,10,9,20,3,9
GB,2020-09-30,Wednesday,,Retail and Recreation,-76,-19,-19,34,7,113
GB,2020-09-30,Wednesday,,Grocery and Pharmacy,-67,-8,-8,23,7,69
GB,2020-09-30,Wednesday,,Parks,-77,8,2,180,21,1054
GB,2020-09-30,Wednesday,,Transit Stations,-72,-33,-34,9,12,179
GB,2020-09-30,Wednesday,,Workplaces,-63,-32,-32,-1,7,66
GB,2020-09-30,Wednesday,,Residential,4,11,11,21,3,8
GB,2020-10-01,Thursday,,Retail and Recreation,-76,-16,-16,36,7,122
GB,2020-10-01,Thursday,,Grocery and Pharmacy,-64,-4,-4,29,6,72
GB,2020-10-01,Thursday,,Parks,-76,43,36,256,27,1586
GB,2020-10-01,Thursday,,Transit Stations,-73,-30,-31,22,15,240
GB,2020-10-01,Thursday,,Workplaces,-59,-30,-29,1,7,68
GB,2020-10-01,Thursday,,Residential,3,10,10,20,3,8
GB,2020-10-02,Friday,,Retail and Recreation,-80,-25,-24,30,9,121
GB,2020-10-02,Friday,,Grocery and Pharmacy,-68,-9,-9,29,7,82
GB,2020-10-02,Friday,,Parks,-80,9,0,219,27,1505
GB,2020-10-02,Friday,,Transit Stations,-71,-29,-30,32,15,242
GB,2020-10-02,Friday,,Workplaces,-62,-30,-29,0,7,67
GB,2020-10-02,Friday,,Residential,4,10,10,22,3,9
GB,2020-10-03,Saturday,,Retail and Recreation,-63,-28,-28,24,7,83
GB,2020-10-03,Saturday,,Grocery and Pharmacy,-40,-10,-10,41,6,70
GB,2020-10-03,Saturday,,Parks,-73,-15,-19,139,24,729
GB,2020-10-03,Saturday,,Transit Stations,-70,-34,-35,27,13,174
GB,2020-10-03,Saturday,,Workplaces,-26,-10,-10,17,6,36
GB,2020-10-03,Saturday,,Residential,1,7,7,11,1,2
GB,2020-10-04,Sunday,,Retail and Recreation,-65,-27,-28,43,10,141
GB,2020-10-04,Sunday,,Grocery and Pharmacy,-53,-14,-14,42,7,81
GB,2020-10-04,Sunday,,Parks,-78,-1,-10,172,36,1554
GB,2020-10-04,Sunday,,Transit Stations,-74,-29,-30,39,16,279
GB,2020-10-04,Sunday,,Workplaces,-29,-8,-7,38,4,46
GB,2020-10-04,Sunday,,Residential,2,5,5,10,1,2
GB,2020-10-05,Monday,,Retail and Recreation,-77,-18,-18,28,7,117
GB,2020-10-05,Monday,,Grocery and Pharmacy,-66,-8,-8,24,6,71
GB,2020-10-05,Monday,,Parks,-77,29,23,205,28,1460
GB,2020-10-05,Monday,,Transit Stations,-73,-28,-29,20,15,239
GB,2020-10-05,Monday,,Workplaces,-61,-32,-31,0,7,72
GB,2020-10-05,Monday,,Residential,4,10,10,20,3,8
GB,2020-10-06,Tuesday,,Retail and Recreation,-77,-19,-19,30,7,115
GB,2020-10-06,Tuesday,,Grocery and Pharmacy,-64,-7,-7,31,6,71
GB,2020-10-06,Tuesday,,Parks,-78,27,21,201,27,1348
GB,2020-10-06,Tuesday,,Transit Stations,-72,-30,-31,16,13,209
GB,2020-10-06,Tuesday,,Workplaces,-62,-32,-31,-1,7,71
GB,2020-10-06,Tuesday,,Residential,4,10,10,20,3,8
GB,2020-10-07,Wednesday,,Retail and Recreation,-76,-18,-17,30,7,115
GB,2020-10-07,Wednesday,,Grocery and Pharmacy,-63,-7,-7,25,6,67
GB,2020-10-07,Wednesday,,Parks,-74,38,33,250,24,1276
GB,2020-10-07,Wednesday,,Transit Stations,-73,-30,-31,21,13,227
GB,2020-10-07,Wednesday,,Workplaces,-59,-30,-30,0,7,68
GB,2020-10-07,Wednesday,,Residential,4,10,10,20,3,7
GB,2020-10-08,Thursday,,Retail and Recreation,-77,-20,-20,17,7,103
GB,2020-10-08,Thursday,,Grocery and Pharmacy,-63,-7,-7,22,6,67
GB,2020-10-08,Thursday,,Parks,-77,27,21,232,22,1272
GB,2020-10-08,Thursday,,Transit Stations,-74,-32,-33,22,13,212
GB,2020-10-08,Thursday,,Workplaces,-61,-31,-30,-1,7,69
GB,2020-10-08,Thursday,,Residential,5,11,10,21,3,8
GB,2020-10-09,Friday,,Retail and Recreation,-77,-22,-22,26,7,98
GB,2020-10-09,Friday,,Grocery and Pharmacy,-64,-7,-8,27,6,59
GB,2020-10-09,Friday,,Parks,-76,28,22,248,22,1324
GB,2020-10-09,Friday,,Transit Stations,-73,-29,-30,27,13,225
GB,2020-10-09,Friday,,Workplaces,-59,-30,-29,2,7,66
GB,2020-10-09,Friday,,Residential,4,10,10,19,3,6
GB,2020-10-10,Saturday,,Retail and Recreation,-58,-24,-24,37,7,106
GB,2020-10-10,Saturday,,Grocery and Pharmacy,-34,-7,-8,34,7,75
GB,2020-10-10,Saturday,,Parks,-64,21,16,192,27,1270
GB,2020-10-10,Saturday,,Transit Stations,-70,-30,-32,29,12,240
GB,2020-10-10,Saturday,,Workplaces,-28,-6,-6,24,6,45
GB,2020-10-10,Saturday,,Residential,3,6,5,10,1,1
GB,2020-10-11,Sunday,,Retail and Recreation,-56,-21,-22,47,9,154
GB,2020-10-11,Sunday,,Grocery and Pharmacy,-33,-11,-12,41,6,65
GB,2020-10-11,Sunday,,Parks,-66,54,47,364,28,1635
GB,2020-10-11,Sunday,,Transit Stations,-74,-24,-25,57,15,332
GB,2020-10-11,Sunday,,Workplaces,-28,-4,-4,38,7,56
GB,2020-10-11,Sunday,,Residential,2,4,3,8,1,1
GB,2020-10-12,Monday,,Retail and Recreation,-77,-22,-21,23,7,110
GB,2020-10-12,Monday,,Grocery and Pharmacy,-68,-10,-10,25,6,71
GB,2020-10-12,Monday,,Parks,-78,16,11,194,22,1158
GB,2020-10-12,Monday,,Transit Stations,-74,-32,-34,19,13,218
GB,2020-10-12,Monday,,Workplaces,-61,-33,-32,0,9,86
GB,2020-10-12,Monday,,Residential,5,11,10,20,3,7
GB,2020-10-13,Tuesday,,Retail and Recreation,-77,-21,-21,31,7,120
GB,2020-10-13,Tuesday,,Grocery and Pharmacy,-67,-8,-8,32,7,77
GB,2020-10-13,Tuesday,,Parks,-80,21,15,189,27,1352
GB,2020-10-13,Tuesday,,Transit Stations,-73,-33,-33,32,13,220
GB,2020-10-13,Tuesday,,Workplaces,-62,-33,-32,-2,9,85
GB,2020-10-13,Tuesday,,Residential,4,11,11,21,3,8
GB,2020-10-14,Wednesday,,Retail and Recreation,-76,-20,-20,26,7,114
GB,2020-10-14,Wednesday,,Grocery and Pharmacy,-64,-7,-7,29,6,68
GB,2020-10-14,Wednesday,,Parks,-77,28,22,240,21,1313
GB,2020-10-14,Wednesday,,Transit Stations,-73,-32,-33,23,13,225
GB,2020-10-14,Wednesday,,Workplaces,-61,-31,-30,-1,9,82
GB,2020-10-14,Wednesday,,Residential,4,11,11,21,3,8
GB,2020-10-15,Thursday,,Retail and Recreation,-76,-20,-19,27,7,121
GB,2020-10-15,Thursday,,Grocery and Pharmacy,-63,-5,-5,28,7,68
GB,2020-10-15,Thursday,,Parks,-77,35,29,254,28,1609
GB,2020-10-15,Thursday,,Transit Stations,-75,-31,-33,37,13,246
GB,2020-10-15,Thursday,,Workplaces,-61,-31,-30,-1,9,82
GB,2020-10-15,Thursday,,Residential,5,11,11,21,3,8
GB,2020-10-16,Friday,,Retail and Recreation,-76,-22,-21,25,7,103
GB,2020-10-16,Friday,,Grocery and Pharmacy,-61,-4,-5,30,6,62
GB,2020-10-16,Friday,,Parks,-74,32,28,281,24,1402
GB,2020-10-16,Friday,,Transit Stations,-72,-29,-30,30,13,235
GB,2020-10-16,Friday,,Workplaces,-58,-30,-29,1,9,79
GB,2020-10-16,Friday,,Residential,5,10,10,19,3,6
GB,2020-10-17,Saturday,,Retail and Recreation,-66,-26,-26,34,9,125
GB,2020-10-17,Saturday,,Grocery and Pharmacy,-39,-6,-7,37,7,73
GB,2020-10-17,Saturday,,Parks,-67,27,24,192,25,1067
