sub_region_1,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
East Midlands,2020-09-27,Sunday,,Residential,2,3,2,4,1,0
East Midlands,2020-09-28,Monday,,Retail and Recreation,-32,-10,-12,49,7,153
East Midlands,2020-09-28,Monday,,Grocery and Pharmacy,-20,-4,-4,32,6,62
East Midlands,2020-09-28,Monday,,Parks,-31,48,45,239,19,2508
East Midlands,2020-09-28,Monday,,Transit Stations,-45,-21,-22,21,13,172
East Midlands,2020-09-28,Monday,,Workplaces,-38,-28,-30,0,6,57
East Midlands,2020-09-28,Monday,,Residential,3,8,8,12,1,3
East Midlands,2020-09-29,Tuesday,,Retail and Recreation,-34,-11,-12,43,7,150
East Midlands,2020-09-29,Tuesday,,Grocery and Pharmacy,-17,-3,-4,31,6,63
East Midlands,2020-09-29,Tuesday,,Parks,-40,48,36,225,28,2429
East Midlands,2020-09-29,Tuesday,,Transit Stations,-47,-22,-25,11,10,154
East Midlands,2020-09-29,Tuesday,,Workplaces,-39,-28,-29,-1,6,56
East Midlands,2020-09-29,Tuesday,,Residential,4,8,9,12,1,3
East Midlands,2020-09-30,Wednesday,,Retail and Recreation,-40,-16,-18,34,6,113
East Midlands,2020-09-30,Wednesday,,Grocery and Pharmacy,-22,-6,-6,23,6,54
East Midlands,2020-09-30,Wednesday,,Parks,-55,7,0,180,16,2378
East Midlands,2020-09-30,Wednesday,,Transit Stations,-50,-24,-25,2,10,145
East Midlands,2020-09-30,Wednesday,,Workplaces,-38,-28,-31,-1,5,51
East Midlands,2020-09-30,Wednesday,,Residential,4,9,10,14,1,4
East Midlands,2020-10-01,Thursday,,Retail and Recreation,-36,-14,-15,36,6,114
East Midlands,2020-10-01,Thursday,,Grocery and Pharmacy,-13,-2,-2,29,4,49
East Midlands,2020-10-01,Thursday,,Parks,-37,42,24,256,21,3954
East Midlands,2020-10-01,Thursday,,Transit Stations,-46,-20,-23,10,13,161
East Midlands,2020-10-01,Thursday,,Workplaces,-37,-27,-28,1,7,50
East Midlands,2020-10-01,Thursday,,Residential,3,8,9,12,1,4
East Midlands,2020-10-02,Friday,,Retail and Recreation,-42,-21,-22,30,4,112
East Midlands,2020-10-02,Friday,,Grocery and Pharmacy,-18,-7,-6,29,6,72
East Midlands,2020-10-02,Friday,,Parks,-64,13,2,219,18,3667
East Midlands,2020-10-02,Friday,,Transit Stations,-42,-19,-21,13,10,167
East Midlands,2020-10-02,Friday,,Workplaces,-36,-27,-28,0,5,48
East Midlands,2020-10-02,Friday,,Residential,4,9,9,12,1,4
East Midlands,2020-10-03,Saturday,,Retail and Recreation,-45,-28,-30,24,4,99
East Midlands,2020-10-03,Saturday,,Grocery and Pharmacy,-26,-9,-10,27,7,72
East Midlands,2020-10-03,Saturday,,Parks,-67,-18,-22,139,13,1163
East Midlands,2020-10-03,Saturday,,Transit Stations,-49,-29,-31,4,12,137
East Midlands,2020-10-03,Saturday,,Workplaces,-18,-8,-10,17,5,40
East Midlands,2020-10-03,Saturday,,Residential,4,6,6,8,1,1
East Midlands,2020-10-04,Sunday,,Retail and Recreation,-40,-22,-23,43,4,162
East Midlands,2020-10-04,Sunday,,Grocery and Pharmacy,-22,-9,-11,42,7,113
East Midlands,2020-10-04,Sunday,,Parks,-61,23,16,171,30,1940
East Midlands,2020-10-04,Sunday,,Transit Stations,-44,-16,-16,17,19,232
East Midlands,2020-10-04,Sunday,,Workplaces,-15,-5,-6,38,4,70
East Midlands,2020-10-04,Sunday,,Residential,2,4,3,6,1,1
East Midlands,2020-10-05,Monday,,Retail and Recreation,-37,-17,-19,28,6,97
East Midlands,2020-10-05,Monday,,Grocery and Pharmacy,-24,-8,-8,22,6,56
East Midlands,2020-10-05,Monday,,Parks,-53,20,10,205,15,3164
East Midlands,2020-10-05,Monday,,Transit Stations,-43,-19,-21,11,12,153
East Midlands,2020-10-05,Monday,,Workplaces,-39,-28,-31,0,6,58
East Midlands,2020-10-05,Monday,,Residential,4,8,9,12,1,4
East Midlands,2020-10-06,Tuesday,,Retail and Recreation,-39,-17,-18,29,6,97
East Midlands,2020-10-06,Tuesday,,Grocery and Pharmacy,-15,-5,-6,20,6,48
East Midlands,2020-10-06,Tuesday,,Parks,-48,24,13,201,21,2926
East Midlands,2020-10-06,Tuesday,,Transit Stations,-45,-21,-23,3,12,142
East Midlands,2020-10-06,Tuesday,,Workplaces,-39,-28,-30,-1,5,54
East Midlands,2020-10-06,Tuesday,,Residential,4,9,9,14,1,4
East Midlands,2020-10-07,Wednesday,,Retail and Recreation,-42,-14,-16,30,7,118
East Midlands,2020-10-07,Wednesday,,Grocery and Pharmacy,-17,-6,-6,19,7,53
East Midlands,2020-10-07,Wednesday,,Parks,-39,36,26,250,18,3562
East Midlands,2020-10-07,Wednesday,,Transit Stations,-47,-21,-24,8,12,161
East Midlands,2020-10-07,Wednesday,,Workplaces,-37,-26,-29,0,4,50
East Midlands,2020-10-07,Wednesday,,Residential,4,8,8,13,1,3
East Midlands,2020-10-08,Thursday,,Retail and Recreation,-42,-20,-21,17,4,71
East Midlands,2020-10-08,Thursday,,Grocery and Pharmacy,-17,-6,-6,16,6,42
East Midlands,2020-10-08,Thursday,,Parks,-48,23,14,232,16,2934
East Midlands,2020-10-08,Thursday,,Transit Stations,-47,-24,-24,-4,13,121
East Midlands,2020-10-08,Thursday,,Workplaces,-39,-28,-29,-1,4,49
East Midlands,2020-10-08,Thursday,,Residential,5,9,9,13,1,3
East Midlands,2020-10-09,Friday,,Retail and Recreation,-46,-20,-20,26,6,101
East Midlands,2020-10-09,Friday,,Grocery and Pharmacy,-17,-6,-7,27,7,58
East Midlands,2020-10-09,Friday,,Parks,-46,27,16,248,16,3982
East Midlands,2020-10-09,Friday,,Transit Stations,-47,-20,-19,7,12,150
East Midlands,2020-10-09,Friday,,Workplaces,-37,-26,-27,2,4,48
East Midlands,2020-10-09,Friday,,Residential,4,8,8,12,1,3
East Midlands,2020-10-10,Saturday,,Retail and Recreation,-47,-24,-25,37,5,135
East Midlands,2020-10-10,Saturday,,Grocery and Pharmacy,-20,-7,-7,34,7,86
East Midlands,2020-10-10,Saturday,,Parks,-53,18,12,192,13,2100
East Midlands,2020-10-10,Saturday,,Transit Stations,-52,-29,-31,0,10,127
East Midlands,2020-10-10,Saturday,,Workplaces,-16,-4,-5,24,4,44
East Midlands,2020-10-10,Saturday,,Residential,4,5,5,7,1,1
East Midlands,2020-10-11,Sunday,,Retail and Recreation,-48,-18,-19,47,9,228
East Midlands,2020-10-11,Sunday,,Grocery and Pharmacy,-26,-8,-10,41,7,126
East Midlands,2020-10-11,Sunday,,Parks,-36,60,48,364,21,4357
East Midlands,2020-10-11,Sunday,,Transit Stations,-51,-17,-19,35,16,322
East Midlands,2020-10-11,Sunday,,Workplaces,-14,-2,-3,38,6,69
East Midlands,2020-10-11,Sunday,,Residential,2,3,3,5,1,1
East Midlands,2020-10-12,Monday,,Retail and Recreation,-44,-20,-20,22,6,95
East Midlands,2020-10-12,Monday,,Grocery and Pharmacy,-20,-9,-9,22,6,57
East Midlands,2020-10-12,Monday,,Parks,-55,16,8,194,16,2697
East Midlands,2020-10-12,Monday,,Transit Stations,-50,-25,-24,13,10,152
East Midlands,2020-10-12,Monday,,Workplaces,-40,-28,-30,0,7,59
East Midlands,2020-10-12,Monday,,Residential,5,9,9,14,1,3
East Midlands,2020-10-13,Tuesday,,Retail and Recreation,-45,-18,-19,31,6,110
East Midlands,2020-10-13,Tuesday,,Grocery and Pharmacy,-17,-6,-7,23,6,56
East Midlands,2020-10-13,Tuesday,,Parks,-39,21,19,189,15,1818
East Midlands,2020-10-13,Tuesday,,Transit Stations,-50,-24,-25,7,10,130
East Midlands,2020-10-13,Tuesday,,Workplaces,-39,-28,-29,-2,6,54
East Midlands,2020-10-13,Tuesday,,Residential,4,9,10,15,2,4
East Midlands,2020-10-14,Wednesday,,Retail and Recreation,-51,-19,-19,26,7,117
East Midlands,2020-10-14,Wednesday,,Grocery and Pharmacy,-20,-7,-6,19,9,57
East Midlands,2020-10-14,Wednesday,,Parks,-45,22,15,240,16,3224
East Midlands,2020-10-14,Wednesday,,Transit Stations,-53,-24,-26,7,10,147
East Midlands,2020-10-14,Wednesday,,Workplaces,-38,-26,-28,-1,4,52
East Midlands,2020-10-14,Wednesday,,Residential,4,10,10,16,1,5
East Midlands,2020-10-15,Thursday,,Retail and Recreation,-47,-18,-19,27,6,111
East Midlands,2020-10-15,Thursday,,Grocery and Pharmacy,-16,-4,-4,23,7,57
East Midlands,2020-10-15,Thursday,,Parks,-48,34,24,254,25,3684
East Midlands,2020-10-15,Thursday,,Transit Stations,-51,-23,-25,7,10,167
East Midlands,2020-10-15,Thursday,,Workplaces,-39,-27,-28,-1,4,51
East Midlands,2020-10-15,Thursday,,Residential,5,10,10,15,1,4
East Midlands,2020-10-16,Friday,,Retail and Recreation,-50,-20,-20,25,6,117
East Midlands,2020-10-16,Friday,,Grocery and Pharmacy,-15,-4,-4,27,6,52
East Midlands,2020-10-16,Friday,,Parks,-51,24,13,281,19,4303
East Midlands,2020-10-16,Friday,,Transit Stations,-51,-23,-23,7,10,157
East Midlands,2020-10-16,Friday,,Workplaces,-38,-26,-28,1,5,51
East Midlands,2020-10-16,Friday,,Residential,5,9,9,15,1,4
East Midlands,2020-10-17,Saturday,,Retail and Recreation,-51,-25,-25,34,6,150
East Midlands,2020-10-17,Saturday,,Grocery and Pharmacy,-25,-6,-6,37,7,102
East Midlands,2020-10-17,Saturday,,Parks,-50,28,24,184,15,2054
East Midlands,2020-10-17,Saturday,,Transit Stations,-57,-30,-32,-7,9,133
East Midlands,2020-10-17,Saturday,,Workplaces,-18,-6,-7,21,3,42
East Midlands,2020-10-17,Saturday,,Residential,3,6,6,8,1,2
East Midlands,2020-10-18,Sunday,,Retail and Recreation,-53,-22,-24,38,9,191
East Midlands,2020-10-18,Sunday,,Grocery and Pharmacy,-24,-9,-10,37,6,107
East Midlands,2020-10-18,Sunday,,Parks,-41,40,31,235,19,2412
East Midlands,2020-10-18,Sunday,,Transit Stations,-54,-24,-27,28,13,321
East Midlands,2020-10-18,Sunday,,Workplaces,-15,-6,-7,34,4,64
East Midlands,2020-10-18,Sunday,,Residential,2,4,4,6,1,1
East Midlands,2020-10-19,Monday,,Retail and Recreation,-43,-16,-16,38,6,136
East Midlands,2020-10-19,Monday,,Grocery and Pharmacy,-24,-8,-7,26,7,72
East Midlands,2020-10-19,Monday,,Parks,-43,43,34,239,27,3808
East Midlands,2020-10-19,Monday,,Transit Stations,-52,-25,-28,12,12,192
East Midlands,2020-10-19,Monday,,Workplaces,-51,-33,-32,-1,13,124
East Midlands,2020-10-19,Monday,,Residential,5,10,10,15,1,4
East Midlands,2020-10-20,Tuesday,,Retail and Recreation,-45,-18,-18,40,6,142
East Midlands,2020-10-20,Tuesday,,Grocery and Pharmacy,-26,-7,-8,28,7,81
East Midlands,2020-10-20,Tuesday,,Parks,-41,36,30,216,30,2217
East Midlands,2020-10-20,Tuesday,,Transit Stations,-54,-27,-28,10,12,197
East Midlands,2020-10-20,Tuesday,,Workplaces,-51,-33,-32,-2,10,119
East Midlands,2020-10-20,Tuesday,,Residential,5,11,10,17,1,6
East Midlands,2020-10-21,Wednesday,,Retail and Recreation,-51,-23,-23,16,4,89
East Midlands,2020-10-21,Wednesday,,Grocery and Pharmacy,-27,-10,-11,15,7,66
East Midlands,2020-10-21,Wednesday,,Parks,-62,-2,-10,191,10,2395
East Midlands,2020-10-21,Wednesday,,Transit Stations,-57,-31,-33,-8,12,129
East Midlands,2020-10-21,Wednesday,,Workplaces,-51,-33,-32,-5,9,109
East Midlands,2020-10-21,Wednesday,,Residential,6,12,12,19,3,7
East Midlands,2020-10-22,Thursday,,Retail and Recreation,-43,-16,-17,42,6,149
East Midlands,2020-10-22,Thursday,,Grocery and Pharmacy,-21,-4,-6,29,9,76
East Midlands,2020-10-22,Thursday,,Parks,-40,51,37,266,36,4570
East Midlands,2020-10-22,Thursday,,Transit Stations,-53,-25,-27,8,13,164
East Midlands,2020-10-22,Thursday,,Workplaces,-49,-32,-31,-3,9,105
East Midlands,2020-10-22,Thursday,,Residential,5,10,10,16,3,5
East Midlands,2020-10-23,Friday,,Retail and Recreation,-49,-20,-21,30,7,128
East Midlands,2020-10-23,Friday,,Grocery and Pharmacy,-21,-5,-6,30,7,71
East Midlands,2020-10-23,Friday,,Parks,-48,25,10,237,15,3805
East Midlands,2020-10-23,Friday,,Transit Stations,-53,-28,-26,3,12,121
East Midlands,2020-10-23,Friday,,Workplaces,-50,-34,-32,-9,6,72
East Midlands,2020-10-23,Friday,,Residential,6,10,10,15,1,3
East Midlands,2020-10-24,Saturday,,Retail and Recreation,-52,-28,-30,31,6,145
East Midlands,2020-10-24,Saturday,,Grocery and Pharmacy,-22,-8,-9,38,7,107
East Midlands,2020-10-24,Saturday,,Parks,-60,1,-5,184,13,1685
East Midlands,2020-10-24,Saturday,,Transit Stations,-59,-36,-38,-12,9,117
East Midlands,2020-10-24,Saturday,,Workplaces,-18,-8,-10,19,5,48
East Midlands,2020-10-24,Saturday,,Residential,4,6,6,9,1,2
East Midlands,2020-10-25,Sunday,,Retail and Recreation,-47,-16,-18,69,9,288
East Midlands,2020-10-25,Sunday,,Grocery and Pharmacy,-19,-4,-9,65,7,183
East Midlands,2020-10-25,Sunday,,Parks,-41,57,45,297,16,3932
East Midlands,2020-10-25,Sunday,,Transit Stations,-53,-23,-24,9,16,212
East Midlands,2020-10-25,Sunday,,Workplaces,-13,-4,-5,31,4,54
East Midlands,2020-10-25,Sunday,,Residential,2,4,4,5,1,1
East Midlands,2020-10-26,Monday,,Retail and Recreation,-38,-12,-14,64,4,223
East Midlands,2020-10-26,Monday,,Grocery and Pharmacy,-16,-5,-7,44,6,97
East Midlands,2020-10-26,Monday,,Parks,-42,38,24,310,26,5818
East Midlands,2020-10-26,Monday,,Transit Stations,-54,-30,-31,3,9,127
East Midlands,2020-10-26,Monday,,Workplaces,-53,-38,-39,-17,9,57
East Midlands,2020-10-26,Monday,,Residential,6,11,11,16,1,3
East Midlands,2020-10-27,Tuesday,,Retail and Recreation,-41,-15,-17,52,3,178
East Midlands,2020-10-27,Tuesday,,Grocery and Pharmacy,-18,-5,-6,33,6,83
East Midlands,2020-10-27,Tuesday,,Parks,-58,5,-3,264,10,3445
East Midlands,2020-10-27,Tuesday,,Transit Stations,-56,-34,-33,-9,6,90
East Midlands,2020-10-27,Tuesday,,Workplaces,-52,-38,-40,-19,8,53
East Midlands,2020-10-27,Tuesday,,Residential,7,12,12,18,1,4
East Midlands,2020-10-28,Wednesday,,Retail and Recreation,-41,-10,-12,66,7,246
East Midlands,2020-10-28,Wednesday,,Grocery and Pharmacy,-20,-3,-4,42,4,110
East Midlands,2020-10-28,Wednesday,,Parks,-52,33,25,332,19,4644
East Midlands,2020-10-28,Wednesday,,Transit Stations,-55,-31,-30,-1,10,111
East Midlands,2020-10-28,Wednesday,,Workplaces,-49,-37,-36,-16,8,56
East Midlands,2020-10-28,Wednesday,,Residential,7,12,12,17,1,4
East Midlands,2020-10-29,Thursday,,Retail and Recreation,-43,-16,-17,35,6,129
East Midlands,2020-10-29,Thursday,,Grocery and Pharmacy,-17,-4,-5,25,4,64
East Midlands,2020-10-29,Thursday,,Parks,-57,8,-1,242,15,3433
East Midlands,2020-10-29,Thursday,,Transit Stations,-57,-36,-34,-19,7,84
East Midlands,2020-10-29,Thursday,,Workplaces,-51,-38,-39,-21,9,54
East Midlands,2020-10-29,Thursday,,Residential,7,13,12,19,1,5
East Midlands,2020-10-30,Friday,,Retail and Recreation,-53,-18,-15,39,7,208
East Midlands,2020-10-30,Friday,,Grocery and Pharmacy,-14,-2,-3,35,4,72
East Midlands,2020-10-30,Friday,,Parks,-49,39,30,281,15,4774
East Midlands,2020-10-30,Friday,,Transit Stations,-57,-31,-31,-2,7,99
East Midlands,2020-10-30,Friday,,Workplaces,-52,-37,-38,-17,7,58
East Midlands,2020-10-30,Friday,,Residential,8,11,11,18,1,5
East Midlands,2020-10-31,Saturday,,Retail and Recreation,-57,-31,-32,13,10,127
East Midlands,2020-10-31,Saturday,,Grocery and Pharmacy,-16,-4,-5,29,9,71
East Midlands,2020-10-31,Saturday,,Parks,-62,-6,-6,107,18,960
East Midlands,2020-10-31,Saturday,,Transit Stations,-62,-39,-38,-21,7,79
East Midlands,2020-10-31,Saturday,,Workplaces,-21,-9,-10,16,6,45
East Midlands,2020-10-31,Saturday,,Residential,4,7,7,11,1,4
East Midlands,2020-11-01,Sunday,,Retail and Recreation,-52,-21,-20,20,7,159
East Midlands,2020-11-01,Sunday,,Grocery and Pharmacy,-20,-8,-10,30,6,82
East Midlands,2020-11-01,Sunday,,Parks,-55,11,9,98,19,886
East Midlands,2020-11-01,Sunday,,Transit Stations,-57,-30,-30,-5,9,131
East Midlands,2020-11-01,Sunday,,Workplaces,-18,-5,-7,30,7,76
East Midlands,2020-11-01,Sunday,,Residential,2,5,4,8,2,2
East Midlands,2020-11-02,Monday,,Retail and Recreation,-37,-7,-6,21,10,124
East Midlands,2020-11-02,Monday,,Grocery and Pharmacy,-15,-3,-4,13,7,45
East Midlands,2020-11-02,Monday,,Parks,-50,15,15,165,13,1608
East Midlands,2020-11-02,Monday,,Transit Stations,-51,-28,-28,2,10,132
East Midlands,2020-11-02,Monday,,Workplaces,-39,-27,-28,-3,5,54
East Midlands,2020-11-02,Monday,,Residential,4,9,9,15,1,4
East Midlands,2020-11-03,Tuesday,,Retail and Recreation,-37,-4,-4,21,9,115
East Midlands,2020-11-03,Tuesday,,Grocery and Pharmacy,-12,-1,-1,13,6,36
East Midlands,2020-11-03,Tuesday,,Parks,-51,15,6,213,19,2453
East Midlands,2020-11-03,Tuesday,,Transit Stations,-50,-27,-28,-3,9,103
East Midlands,2020-11-03,Tuesday,,Workplaces,-39,-26,-28,-5,6,50
East Midlands,2020-11-03,Tuesday,,Residential,5,9,9,15,1,4
East Midlands,2020-11-04,Wednesday,,Retail and Recreation,-36,3,4,26,10,145
East Midlands,2020-11-04,Wednesday,,Grocery and Pharmacy,-14,0,0,10,6,40
East Midlands,2020-11-04,Wednesday,,Parks,-47,23,17,223,15,2484
East Midlands,2020-11-04,Wednesday,,Transit Stations,-50,-23,-23,0,9,131
East Midlands,2020-11-04,Wednesday,,Workplaces,-36,-25,-25,-1,7,49
East Midlands,2020-11-04,Wednesday,,Residential,3,8,8,15,2,5
East Midlands,2020-11-05,Thursday,,Retail and Recreation,-65,-53,-53,-45,6,25
East Midlands,2020-11-05,Thursday,,Grocery and Pharmacy,-21,-12,-12,-2,6,23
East Midlands,2020-11-05,Thursday,,Parks,-48,14,14,155,14,1228
East Midlands,2020-11-05,Thursday,,Transit Stations,-58,-37,-38,-13,10,105
East Midlands,2020-11-05,Thursday,,Workplaces,-45,-33,-33,-18,6,34
East Midlands,2020-11-05,Thursday,,Residential,9,15,15,20,1,5
East Midlands,2020-11-06,Friday,,Retail and Recreation,-68,-54,-54,-45,7,35
East Midlands,2020-11-06,Friday,,Grocery and Pharmacy,-21,-11,-10,-3,4,20
East Midlands,2020-11-06,Friday,,Parks,-53,15,12,210,20,1963
East Midlands,2020-11-06,Friday,,Transit Stations,-61,-39,-40,-10,9,116
East Midlands,2020-11-06,Friday,,Workplaces,-44,-34,-34,-20,5,31
East Midlands,2020-11-06,Friday,,Residential,11,16,16,20,1,4
East Midlands,2020-11-07,Saturday,,Retail and Recreation,-73,-61,-60,-50,7,38
East Midlands,2020-11-07,Saturday,,Grocery and Pharmacy,-22,-14,-13,-4,6,26
East Midlands,2020-11-07,Saturday,,Parks,-52,24,24,174,22,1532
East Midlands,2020-11-07,Saturday,,Transit Stations,-74,-51,-54,-28,7,97
East Midlands,2020-11-07,Saturday,,Workplaces,-36,-26,-26,-7,6,33
East Midlands,2020-11-07,Saturday,,Residential,10,13,13,14,1,1
East Midlands,2020-11-08,Sunday,,Retail and Recreation,-77,-61,-60,-49,7,45
East Midlands,2020-11-08,Sunday,,Grocery and Pharmacy,-26,-16,-16,-5,7,32
East Midlands,2020-11-08,Sunday,,Parks,-60,9,10,106,18,805
East Midlands,2020-11-08,Sunday,,Transit Stations,-68,-46,-48,-15,13,164
East Midlands,2020-11-08,Sunday,,Workplaces,-34,-27,-28,-7,6,36
East Midlands,2020-11-08,Sunday,,Residential,8,10,10,12,1,1
East Midlands,2020-11-09,Monday,,Retail and Recreation,-61,-47,-46,-36,7,43
East Midlands,2020-11-09,Monday,,Grocery and Pharmacy,-22,-13,-12,-3,4,22
East Midlands,2020-11-09,Monday,,Parks,-55,9,6,158,16,1471
East Midlands,2020-11-09,Monday,,Transit Stations,-57,-37,-39,-17,7,100
East Midlands,2020-11-09,Monday,,Workplaces,-45,-34,-35,-19,6,42
East Midlands,2020-11-09,Monday,,Residential,9,14,14,19,1,4
East Midlands,2020-11-10,Tuesday,,Retail and Recreation,-62,-47,-46,-37,7,40
East Midlands,2020-11-10,Tuesday,,Grocery and Pharmacy,-18,-10,-10,2,6,25
East Midlands,2020-11-10,Tuesday,,Parks,-44,23,15,211,19,2197
East Midlands,2020-11-10,Tuesday,,Transit Stations,-57,-36,-36,-15,10,100
East Midlands,2020-11-10,Tuesday,,Workplaces,-46,-35,-35,-19,6,41
East Midlands,2020-11-10,Tuesday,,Residential,8,14,14,19,3,5
East Midlands,2020-11-11,Wednesday,,Retail and Recreation,-66,-48,-47,-37,7,44
East Midlands,2020-11-11,Wednesday,,Grocery and Pharmacy,-23,-11,-11,4,4,25
East Midlands,2020-11-11,Wednesday,,Parks,-58,9,8,157,18,1233
East Midlands,2020-11-11,Wednesday,,Transit Stations,-59,-37,-38,-10,9,121
East Midlands,2020-11-11,Wednesday,,Workplaces,-46,-34,-34,-20,6,36
East Midlands,2020-11-11,Wednesday,,Residential,10,15,15,20,1,5
East Midlands,2020-11-12,Thursday,,Retail and Recreation,-63,-48,-48,-37,6,36
East Midlands,2020-11-12,Thursday,,Grocery and Pharmacy,-16,-7,-8,5,4,24
East Midlands,2020-11-12,Thursday,,Parks,-43,26,23,197,21,1882
East Midlands,2020-11-12,Thursday,,Transit Stations,-57,-36,-36,-11,12,122
East Midlands,2020-11-12,Thursday,,Workplaces,-45,-34,-35,-19,6,34
East Midlands,2020-11-12,Thursday,,Residential,9,15,15,19,1,5
East Midlands,2020-11-13,Friday,,Retail and Recreation,-66,-50,-50,-36,5,41
East Midlands,2020-11-13,Friday,,Grocery and Pharmacy,-16,-7,-7,6,4,22
East Midlands,2020-11-13,Friday,,Parks,-51,19,19,199,12,1819
East Midlands,2020-11-13,Friday,,Transit Stations,-58,-36,-36,-10,9,131
East Midlands,2020-11-13,Friday,,Workplaces,-45,-35,-35,-22,5,27
East Midlands,2020-11-13,Friday,,Residential,11,16,16,19,1,3
East Midlands,2020-11-14,Saturday,,Retail and Recreation,-76,-60,-60,-47,7,47
East Midlands,2020-11-14,Saturday,,Grocery and Pharmacy,-22,-13,-14,1,7,36
East Midlands,2020-11-14,Saturday,,Parks,-73,-22,-22,53,19,527
East Midlands,2020-11-14,Saturday,,Transit Stations,-73,-55,-56,-30,7,82
East Midlands,2020-11-14,Saturday,,Workplaces,-36,-28,-28,-9,5,29
East Midlands,2020-11-14,Saturday,,Residential,10,13,13,16,1,2
East Midlands,2020-11-15,Sunday,,Retail and Recreation,-72,-58,-59,-47,7,49
East Midlands,2020-11-15,Sunday,,Grocery and Pharmacy,-25,-15,-16,-6,4,25
East Midlands,2020-11-15,Sunday,,Parks,-51,9,8,121,15,858
East Midlands,2020-11-15,Sunday,,Transit Stations,-66,-44,-47,-15,13,174
East Midlands,2020-11-15,Sunday,,Workplaces,-38,-26,-26,-7,5,35
East Midlands,2020-11-15,Sunday,,Residential,7,10,10,12,1,1
East Midlands,2020-11-16,Monday,,Retail and Recreation,-61,-45,-44,-33,7,47
East Midlands,2020-11-16,Monday,,Grocery and Pharmacy,-19,-12,-12,-1,4,19
East Midlands,2020-11-16,Monday,,Parks,-56,9,10,145,17,1263
East Midlands,2020-11-16,Monday,,Transit Stations,-56,-37,-39,-12,7,99
East Midlands,2020-11-16,Monday,,Workplaces,-45,-34,-35,-20,6,39
East Midlands,2020-11-16,Monday,,Residential,9,14,14,18,1,3
East Midlands,2020-11-17,Tuesday,,Retail and Recreation,-62,-46,-45,-34,6,42
East Midlands,2020-11-17,Tuesday,,Grocery and Pharmacy,-17,-9,-9,4,4,28
East Midlands,2020-11-17,Tuesday,,Parks,-46,11,14,55,13,526
East Midlands,2020-11-17,Tuesday,,Transit Stations,-57,-36,-37,-17,9,92
East Midlands,2020-11-17,Tuesday,,Workplaces,-46,-34,-35,-21,6,35
East Midlands,2020-11-17,Tuesday,,Residential,9,14,14,19,3,4
East Midlands,2020-11-18,Wednesday,,Retail and Recreation,-66,-48,-47,-35,6,43
East Midlands,2020-11-18,Wednesday,,Grocery and Pharmacy,-23,-11,-10,0,6,25
East Midlands,2020-11-18,Wednesday,,Parks,-66,0,2,126,15,1014
East Midlands,2020-11-18,Wednesday,,Transit Stations,-60,-39,-38,-19,10,87
East Midlands,2020-11-18,Wednesday,,Workplaces,-45,-34,-35,-21,6,32
East Midlands,2020-11-18,Wednesday,,Residential,10,15,15,20,3,5
East Midlands,2020-11-19,Thursday,,Retail and Recreation,-63,-47,-48,-36,7,39
East Midlands,2020-11-19,Thursday,,Grocery and Pharmacy,-16,-6,-6,5,6,30
East Midlands,2020-11-19,Thursday,,Parks,-52,19,14,197,19,1780
East Midlands,2020-11-19,Thursday,,Transit Stations,-57,-37,-37,-11,9,106
East Midlands,2020-11-19,Thursday,,Workplaces,-45,-34,-36,-20,7,32
East Midlands,2020-11-19,Thursday,,Residential,10,15,15,19,1,4
East Midlands,2020-11-20,Friday,,Retail and Recreation,-66,-51,-51,-38,7,43
East Midlands,2020-11-20,Friday,,Grocery and Pharmacy,-17,-6,-5,9,6,31
East Midlands,2020-11-20,Friday,,Parks,-65,-6,-7,125,11,1045
East Midlands,2020-11-20,Friday,,Transit Stations,-59,-39,-40,-14,6,98
East Midlands,2020-11-20,Friday,,Workplaces,-45,-34,-35,-21,4,27
East Midlands,2020-11-20,Friday,,Residential,11,16,16,20,1,4
East Midlands,2020-11-21,Saturday,,Retail and Recreation,-71,-56,-56,-45,7,51
East Midlands,2020-11-21,Saturday,,Grocery and Pharmacy,-17,-8,-8,7,6,27
East Midlands,2020-11-21,Saturday,,Parks,-59,8,6,76,27,747
East Midlands,2020-11-21,Saturday,,Transit Stations,-72,-50,-52,-24,4,87
East Midlands,2020-11-21,Saturday,,Workplaces,-35,-25,-26,-9,6,29
East Midlands,2020-11-21,Saturday,,Residential,9,12,12,14,1,1
East Midlands,2020-11-22,Sunday,,Retail and Recreation,-71,-53,-52,-41,6,49
East Midlands,2020-11-22,Sunday,,Grocery and Pharmacy,-19,-10,-11,3,6,33
East Midlands,2020-11-22,Sunday,,Parks,-41,39,33,224,22,1868
East Midlands,2020-11-22,Sunday,,Transit Stations,-64,-39,-40,-5,16,246
East Midlands,2020-11-22,Sunday,,Workplaces,-33,-24,-24,-8,6,26
East Midlands,2020-11-22,Sunday,,Residential,7,9,9,10,1,1
East Midlands,2020-11-23,Monday,,Retail and Recreation,-60,-42,-42,-31,7,47
East Midlands,2020-11-23,Monday,,Grocery and Pharmacy,-18,-8,-8,7,4,27
East Midlands,2020-11-23,Monday,,Parks,-49,16,14,171,16,1471
East Midlands,2020-11-23,Monday,,Transit Stations,-56,-37,-37,-17,7,98
East Midlands,2020-11-23,Monday,,Workplaces,-45,-33,-34,-19,7,40
East Midlands,2020-11-23,Monday,,Residential,9,14,14,18,1,4
