LocationName,Date,SiteName,LocationGroup,WeekDay,BRCYear,BRCQuarter,BRCMonth,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount,X,Y,OBJECTID
Coney Street,02/08/2011,York,,Tuesday,2011,,August,32,35082,,35082,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/08/2011,York,,Wednesday,2011,,August,32,36371,,36371,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/08/2011,York,,Thursday,2011,,August,32,35565,,35565,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/08/2011,York,,Friday,2011,,August,32,38800,,38800,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/08/2011,York,,Saturday,2011,,August,32,46055,,46055,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/08/2011,York,,Sunday,2011,,August,32,30312,,30312,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/08/2011,York,,Monday,2011,,August,33,33059,,33059,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/08/2011,York,,Tuesday,2011,,August,33,34698,,34698,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/08/2011,York,,Wednesday,2011,,August,33,34456,,34456,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/08/2011,York,,Thursday,2011,,August,33,35930,,35930,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/08/2011,York,,Friday,2011,,August,33,40361,,40361,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/08/2011,York,,Saturday,2011,,August,33,49745,,49745,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/08/2011,York,,Sunday,2011,,August,33,29693,,29693,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/08/2011,York,,Monday,2011,,August,34,32340,,32340,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/08/2011,York,,Tuesday,2011,,August,34,34119,,34119,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/08/2011,York,,Wednesday,2011,,August,34,36771,,36771,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/08/2011,York,,Thursday,2011,,August,34,37352,,37352,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/08/2011,York,,Friday,2011,,August,34,39099,,39099,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/08/2011,York,,Saturday,2011,,August,34,46362,,46362,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/08/2011,York,,Sunday,2011,,August,34,29452,,29452,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/08/2011,York,,Monday,2011,,August,35,31734,,31734,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/08/2011,York,,Tuesday,2011,,August,35,32325,,32325,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/08/2011,York,,Wednesday,2011,,August,35,35390,,35390,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/08/2011,York,,Thursday,2011,,August,35,34135,,34135,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/08/2011,York,,Friday,2011,,August,35,35926,,35926,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/08/2011,York,,Saturday,2011,,August,35,46943,,46943,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/08/2011,York,,Sunday,2011,,August,35,32509,,32509,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/09/2011,York,,Thursday,2011,,September,36,37402,,37402,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/09/2011,York,,Friday,2011,,September,36,39769,,39769,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/09/2011,York,,Saturday,2011,,September,36,52396,,52396,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/09/2011,York,,Sunday,2011,,September,36,28594,,28594,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/08/2011,York,,Monday,2011,,September,36,35105,,35105,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/08/2011,York,,Tuesday,2011,,September,36,36076,,36076,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,31/08/2011,York,,Wednesday,2011,,September,36,40008,,40008,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/09/2011,York,,Monday,2011,,September,37,29604,,29604,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/09/2011,York,,Tuesday,2011,,September,37,28217,,28217,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/09/2011,York,,Wednesday,2011,,September,37,29450,,29450,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/09/2011,York,,Thursday,2011,,September,37,28705,,28705,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/09/2011,York,,Friday,2011,,September,37,33738,,33738,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/09/2011,York,,Saturday,2011,,September,37,50697,,50697,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/09/2011,York,,Sunday,2011,,September,37,28723,,28723,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/09/2011,York,,Monday,2011,,September,38,26573,,26573,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/09/2011,York,,Tuesday,2011,,September,38,26690,,26690,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/09/2011,York,,Wednesday,2011,,September,38,29417,,29417,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/09/2011,York,,Thursday,2011,,September,38,30951,,30951,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/09/2011,York,,Friday,2011,,September,38,32667,,32667,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/09/2011,York,,Saturday,2011,,September,38,51572,,51572,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/09/2011,York,,Sunday,2011,,September,38,28808,,28808,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/09/2011,York,,Monday,2011,,September,39,29277,,29277,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/09/2011,York,,Tuesday,2011,,September,39,30864,,30864,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/09/2011,York,,Wednesday,2011,,September,39,30007,,30007,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/09/2011,York,,Thursday,2011,,September,39,30014,,30014,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/09/2011,York,,Friday,2011,,September,39,33875,,33875,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/09/2011,York,,Saturday,2011,,September,39,54330,,54330,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/09/2011,York,,Sunday,2011,,September,39,28901,,28901,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/10/2011,York,,Saturday,2011,,September,40,52702,,52702,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/10/2011,York,,Sunday,2011,,September,40,30643,,30643,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/09/2011,York,,Monday,2011,,September,40,26457,,26457,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/09/2011,York,,Tuesday,2011,,September,40,26803,,26803,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/09/2011,York,,Wednesday,2011,,September,40,27486,,27486,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/09/2011,York,,Thursday,2011,,September,40,28312,,28312,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/09/2011,York,,Friday,2011,,September,40,32859,,32859,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/10/2011,York,,Monday,2011,,October,41,26818,,26818,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/10/2011,York,,Tuesday,2011,,October,41,27361,,27361,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/10/2011,York,,Wednesday,2011,,October,41,29175,,29175,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/10/2011,York,,Thursday,2011,,October,41,24706,,24706,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/10/2011,York,,Friday,2011,,October,41,32582,,32582,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/10/2011,York,,Saturday,2011,,October,41,47908,,47908,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/10/2011,York,,Sunday,2011,,October,41,31429,,31429,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/10/2011,York,,Monday,2011,,October,42,30920,,30920,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/10/2011,York,,Tuesday,2011,,October,42,32390,,32390,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/10/2011,York,,Wednesday,2011,,October,42,29055,,29055,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/10/2011,York,,Thursday,2011,,October,42,32686,,32686,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/10/2011,York,,Friday,2011,,October,42,38081,,38081,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/10/2011,York,,Saturday,2011,,October,42,53345,,53345,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/10/2011,York,,Sunday,2011,,October,42,32022,,32022,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/10/2011,York,,Monday,2011,,October,43,28096,,28096,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/10/2011,York,,Tuesday,2011,,October,43,27411,,27411,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/10/2011,York,,Wednesday,2011,,October,43,29656,,29656,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/10/2011,York,,Thursday,2011,,October,43,27270,,27270,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/10/2011,York,,Friday,2011,,October,43,38725,,38725,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/10/2011,York,,Saturday,2011,,October,43,52075,,52075,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/10/2011,York,,Sunday,2011,,October,43,35740,,35740,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/10/2011,York,,Monday,2011,,October,44,39977,,39977,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/10/2011,York,,Tuesday,2011,,October,44,38118,,38118,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/10/2011,York,,Wednesday,2011,,October,44,43575,,43575,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/10/2011,York,,Thursday,2011,,October,44,40707,,40707,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/10/2011,York,,Friday,2011,,October,44,48303,,48303,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/10/2011,York,,Saturday,2011,,October,44,57935,,57935,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/10/2011,York,,Sunday,2011,,October,44,35485,,35485,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/11/2011,York,,Tuesday,2011,,November,45,31968,,31968,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/11/2011,York,,Wednesday,2011,,November,45,29973,,29973,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/11/2011,York,,Thursday,2011,,November,45,27877,,27877,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/11/2011,York,,Friday,2011,,November,45,29944,,29944,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/11/2011,York,,Saturday,2011,,November,45,52295,,52295,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/11/2011,York,,Sunday,2011,,November,45,33145,,33145,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,31/10/2011,York,,Monday,2011,,November,45,35790,,35790,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/11/2011,York,,Monday,2011,,November,46,30212,,30212,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/11/2011,York,,Tuesday,2011,,November,46,27117,,27117,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/11/2011,York,,Wednesday,2011,,November,46,30033,,30033,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/11/2011,York,,Thursday,2011,,November,46,28612,,28612,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/11/2011,York,,Friday,2011,,November,46,33400,,33400,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/11/2011,York,,Saturday,2011,,November,46,55897,,55897,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/11/2011,York,,Sunday,2011,,November,46,34531,,34531,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/11/2011,York,,Monday,2011,,November,47,31217,,31217,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/11/2011,York,,Tuesday,2011,,November,47,29371,,29371,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/11/2011,York,,Wednesday,2011,,November,47,30714,,30714,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/11/2011,York,,Thursday,2011,,November,47,32226,,32226,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/11/2011,York,,Friday,2011,,November,47,38850,,38850,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/11/2011,York,,Saturday,2011,,November,47,57584,,57584,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/11/2011,York,,Sunday,2011,,November,47,35037,,35037,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/11/2011,York,,Monday,2011,,November,48,25406,,25406,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/11/2011,York,,Tuesday,2011,,November,48,29485,,29485,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/11/2011,York,,Wednesday,2011,,November,48,29331,,29331,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/11/2011,York,,Thursday,2011,,November,48,29571,,29571,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/11/2011,York,,Friday,2011,,November,48,39877,,39877,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/11/2011,York,,Saturday,2011,,November,48,80258,,80258,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/11/2011,York,,Sunday,2011,,November,48,54237,,54237,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/12/2011,York,,Thursday,2011,,December,49,30136,,30136,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/12/2011,York,,Friday,2011,,December,49,47375,,47375,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/12/2011,York,,Saturday,2011,,December,49,61579,,61579,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/12/2011,York,,Sunday,2011,,December,49,61268,,61268,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/11/2011,York,,Monday,2011,,December,49,28945,,28945,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/11/2011,York,,Tuesday,2011,,December,49,34388,,34388,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/11/2011,York,,Wednesday,2011,,December,49,43538,,43538,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/12/2011,York,,Monday,2011,,December,50,28522,,28522,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/12/2011,York,,Tuesday,2011,,December,50,31081,,31081,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/12/2011,York,,Wednesday,2011,,December,50,31701,,31701,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/12/2011,York,,Thursday,2011,,December,50,32644,,32644,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/12/2011,York,,Friday,2011,,December,50,42746,,42746,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/12/2011,York,,Saturday,2011,,December,50,59029,,59029,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/12/2011,York,,Sunday,2011,,December,50,42115,,42115,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/12/2011,York,,Monday,2011,,December,51,42309,,42309,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/12/2011,York,,Tuesday,2011,,December,51,38063,,38063,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/12/2011,York,,Wednesday,2011,,December,51,36170,,36170,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/12/2011,York,,Thursday,2011,,December,51,42909,,42909,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/12/2011,York,,Friday,2011,,December,51,44910,,44910,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/12/2011,York,,Saturday,2011,,December,51,60452,,60452,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/12/2011,York,,Sunday,2011,,December,51,39528,,39528,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/12/2011,York,,Monday,2011,,December,52,42831,,42831,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/12/2011,York,,Tuesday,2011,,December,52,48675,,48675,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/12/2011,York,,Wednesday,2011,,December,52,47334,,47334,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/12/2011,York,,Thursday,2011,,December,52,54421,,54421,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/12/2011,York,,Friday,2011,,December,52,48891,,48891,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/12/2011,York,,Saturday,2011,,December,52,46572,,46572,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/12/2011,York,,Sunday,2011,,December,52,3095,,3095,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/01/2012,York,,Sunday,2011,,December,53,18194,,18194,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/12/2011,York,,Monday,2011,,December,53,35514,,35514,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/12/2011,York,,Tuesday,2011,,December,53,47098,,47098,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/12/2011,York,,Wednesday,2011,,December,53,48088,,48088,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/12/2011,York,,Thursday,2011,,December,53,43796,,43796,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/12/2011,York,,Friday,2011,,December,53,44106,,44106,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,31/12/2011,York,,Saturday,2011,,December,53,42625,,42625,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/01/2012,York,,Monday,2012,,January,2,32229,,32229,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/01/2012,York,,Tuesday,2012,,January,2,22601,,22601,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/01/2012,York,,Wednesday,2012,,January,2,24688,,24688,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/01/2012,York,,Thursday,2012,,January,2,24961,,24961,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/01/2012,York,,Friday,2012,,January,2,29612,,29612,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/01/2012,York,,Saturday,2012,,January,2,41322,,41322,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/01/2012,York,,Sunday,2012,,January,2,22253,,22253,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/01/2012,York,,Monday,2012,,January,3,23504,,23504,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/01/2012,York,,Tuesday,2012,,January,3,23541,,23541,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/01/2012,York,,Wednesday,2012,,January,3,24309,,24309,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/01/2012,York,,Thursday,2012,,January,3,23165,,23165,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/01/2012,York,,Friday,2012,,January,3,28802,,28802,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/01/2012,York,,Saturday,2012,,January,3,45367,,45367,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/01/2012,York,,Sunday,2012,,January,3,26604,,26604,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/01/2012,York,,Monday,2012,,January,4,30415,,30415,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/01/2012,York,,Tuesday,2012,,January,4,21081,,21081,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/01/2012,York,,Wednesday,2012,,January,4,27162,,27162,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/01/2012,York,,Thursday,2012,,January,4,28036,,28036,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/01/2012,York,,Friday,2012,,January,4,26114,,26114,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/01/2012,York,,Saturday,2012,,January,4,42789,,42789,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/01/2012,York,,Sunday,2012,,January,4,23509,,23509,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/01/2012,York,,Monday,2012,,January,5,22056,,22056,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/01/2012,York,,Tuesday,2012,,January,5,18543,,18543,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/01/2012,York,,Wednesday,2012,,January,5,28447,,28447,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/01/2012,York,,Thursday,2012,,January,5,24824,,24824,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/01/2012,York,,Friday,2012,,January,5,26955,,26955,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/01/2012,York,,Saturday,2012,,January,5,50344,,50344,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/01/2012,York,,Sunday,2012,,January,5,33586,,33586,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/02/2012,York,,Wednesday,2012,,February,6,23986,,23986,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/02/2012,York,,Thursday,2012,,February,6,22914,,22914,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/02/2012,York,,Friday,2012,,February,6,27847,,27847,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/02/2012,York,,Saturday,2012,,February,6,40329,,40329,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/02/2012,York,,Sunday,2012,,February,6,11439,,11439,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,30/01/2012,York,,Monday,2012,,February,6,29650,,29650,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,31/01/2012,York,,Tuesday,2012,,February,6,20002,,20002,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/02/2012,York,,Monday,2012,,February,7,13377,,13377,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/02/2012,York,,Tuesday,2012,,February,7,14564,,14564,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/02/2012,York,,Wednesday,2012,,February,7,23272,,23272,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/02/2012,York,,Thursday,2012,,February,7,18960,,18960,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/02/2012,York,,Friday,2012,,February,7,25089,,25089,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/02/2012,York,,Saturday,2012,,February,7,47399,,47399,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/02/2012,York,,Sunday,2012,,February,7,28742,,28742,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/02/2012,York,,Monday,2012,,February,8,38519,,38519,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/02/2012,York,,Tuesday,2012,,February,8,39771,,39771,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/02/2012,York,,Wednesday,2012,,February,8,38401,,38401,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,16/02/2012,York,,Thursday,2012,,February,8,34474,,34474,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,17/02/2012,York,,Friday,2012,,February,8,39636,,39636,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,18/02/2012,York,,Saturday,2012,,February,8,46076,,46076,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,19/02/2012,York,,Sunday,2012,,February,8,26317,,26317,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,20/02/2012,York,,Monday,2012,,February,9,26078,,26078,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,21/02/2012,York,,Tuesday,2012,,February,9,23796,,23796,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,22/02/2012,York,,Wednesday,2012,,February,9,22777,,22777,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,23/02/2012,York,,Thursday,2012,,February,9,26202,,26202,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,24/02/2012,York,,Friday,2012,,February,9,30987,,30987,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,25/02/2012,York,,Saturday,2012,,February,9,50089,,50089,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,26/02/2012,York,,Sunday,2012,,February,9,27374,,27374,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,01/03/2012,York,,Thursday,2012,,March,10,26606,,26606,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,02/03/2012,York,,Friday,2012,,March,10,31536,,31536,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,03/03/2012,York,,Saturday,2012,,March,10,52247,,52247,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,04/03/2012,York,,Sunday,2012,,March,10,21096,,21096,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,27/02/2012,York,,Monday,2012,,March,10,22999,,22999,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,28/02/2012,York,,Tuesday,2012,,March,10,24684,,24684,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,29/02/2012,York,,Wednesday,2012,,March,10,27619,,27619,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,05/03/2012,York,,Monday,2012,,March,11,23910,,23910,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,06/03/2012,York,,Tuesday,2012,,March,11,23558,,23558,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,07/03/2012,York,,Wednesday,2012,,March,11,24466,,24466,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,08/03/2012,York,,Thursday,2012,,March,11,26373,,26373,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,09/03/2012,York,,Friday,2012,,March,11,30031,,30031,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,10/03/2012,York,,Saturday,2012,,March,11,52459,,52459,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,11/03/2012,York,,Sunday,2012,,March,11,30234,,30234,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,12/03/2012,York,,Monday,2012,,March,12,26579,,26579,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,13/03/2012,York,,Tuesday,2012,,March,12,26997,,26997,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,14/03/2012,York,,Wednesday,2012,,March,12,30079,,30079,,,,,,,-1.08397667144165,53.9586674430194,2
Coney Street,15/03/2012,York,,Thursday,2012,,March,12,29116,,29116,,,,,,,-1.08397667144165,53.9586674430194,2
