LocationName,Date,SiteName,LocationGroup,WeekDay,BRCYear,BRCQuarter,BRCMonth,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount,X,Y,OBJECTID
Parliament Street,27/08/2010,York,,Friday,2010,,August,34,36385,,36385,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/08/2010,York,,Saturday,2010,,August,34,37273,,37273,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/08/2010,York,,Sunday,2010,,August,34,26112,,26112,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/09/2010,York,,Wednesday,2010,,September,35,35152,,35152,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/09/2010,York,,Thursday,2010,,September,35,24652,,24652,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/09/2010,York,,Friday,2010,,September,35,27252,,27252,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/09/2010,York,,Saturday,2010,,September,35,33779,,33779,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/09/2010,York,,Sunday,2010,,September,35,16546,,16546,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/08/2010,York,,Monday,2010,,September,35,26391,,26391,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,31/08/2010,York,,Tuesday,2010,,September,35,39190,,39190,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/09/2010,York,,Monday,2010,,September,36,25442,,25442,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/09/2010,York,,Tuesday,2010,,September,36,23501,,23501,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/09/2010,York,,Wednesday,2010,,September,36,17203,,17203,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/09/2010,York,,Thursday,2010,,September,36,26512,,26512,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/09/2010,York,,Friday,2010,,September,36,18347,,18347,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/09/2010,York,,Saturday,2010,,September,36,28093,,28093,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/09/2010,York,,Sunday,2010,,September,36,16531,,16531,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/09/2010,York,,Monday,2010,,September,37,16413,,16413,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/09/2010,York,,Tuesday,2010,,September,37,21980,,21980,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/09/2010,York,,Wednesday,2010,,September,37,17832,,17832,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/09/2010,York,,Thursday,2010,,September,37,22615,,22615,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/09/2010,York,,Friday,2010,,September,37,51441,,51441,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/09/2010,York,,Saturday,2010,,September,37,73219,,73219,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/09/2010,York,,Sunday,2010,,September,37,31216,,31216,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/09/2010,York,,Monday,2010,,September,38,37761,,37761,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/09/2010,York,,Tuesday,2010,,September,38,36184,,36184,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/09/2010,York,,Wednesday,2010,,September,38,34561,,34561,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/09/2010,York,,Thursday,2010,,September,38,34403,,34403,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/09/2010,York,,Friday,2010,,September,38,32811,,32811,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/09/2010,York,,Saturday,2010,,September,38,78212,,78212,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/09/2010,York,,Sunday,2010,,September,38,30119,,30119,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/10/2010,York,,Friday,2010,,September,39,15623,,15623,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/10/2010,York,,Saturday,2010,,September,39,47734,,47734,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/10/2010,York,,Sunday,2010,,September,39,10863,,10863,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/09/2010,York,,Monday,2010,,September,39,26538,,26538,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/09/2010,York,,Tuesday,2010,,September,39,17564,,17564,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/09/2010,York,,Wednesday,2010,,September,39,16234,,16234,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/09/2010,York,,Thursday,2010,,September,39,26415,,26415,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/10/2010,York,,Monday,2010,,October,40,20678,,20678,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/10/2010,York,,Tuesday,2010,,October,40,17042,,17042,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/10/2010,York,,Wednesday,2010,,October,40,19727,,19727,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/10/2010,York,,Thursday,2010,,October,40,26545,,26545,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/10/2010,York,,Friday,2010,,October,40,18985,,18985,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/10/2010,York,,Saturday,2010,,October,40,32513,,32513,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/10/2010,York,,Sunday,2010,,October,40,27565,,27565,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/10/2010,York,,Monday,2010,,October,41,26874,,26874,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/10/2010,York,,Tuesday,2010,,October,41,21658,,21658,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/10/2010,York,,Wednesday,2010,,October,41,20850,,20850,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/10/2010,York,,Thursday,2010,,October,41,19174,,19174,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/10/2010,York,,Friday,2010,,October,41,21503,,21503,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/10/2010,York,,Saturday,2010,,October,41,46339,,46339,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/10/2010,York,,Sunday,2010,,October,41,31450,,31450,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/10/2010,York,,Monday,2010,,October,42,16409,,16409,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/10/2010,York,,Tuesday,2010,,October,42,26708,,26708,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/10/2010,York,,Wednesday,2010,,October,42,30410,,30410,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/10/2010,York,,Thursday,2010,,October,42,24068,,24068,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/10/2010,York,,Friday,2010,,October,42,23660,,23660,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/10/2010,York,,Saturday,2010,,October,42,27937,,27937,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/10/2010,York,,Sunday,2010,,October,42,23717,,23717,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/10/2010,York,,Monday,2010,,October,43,44138,,44138,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/10/2010,York,,Tuesday,2010,,October,43,21323,,21323,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/10/2010,York,,Wednesday,2010,,October,43,47565,,47565,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/10/2010,York,,Thursday,2010,,October,43,37616,,37616,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/10/2010,York,,Friday,2010,,October,43,30363,,30363,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/10/2010,York,,Saturday,2010,,October,43,53810,,53810,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,31/10/2010,York,,Sunday,2010,,October,43,14867,,14867,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/11/2010,York,,Monday,2010,,November,44,19952,,19952,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/11/2010,York,,Tuesday,2010,,November,44,18310,,18310,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/11/2010,York,,Wednesday,2010,,November,44,17214,,17214,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/11/2010,York,,Thursday,2010,,November,44,17273,,17273,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/11/2010,York,,Friday,2010,,November,44,20218,,20218,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/11/2010,York,,Saturday,2010,,November,44,45091,,45091,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/11/2010,York,,Sunday,2010,,November,44,19055,,19055,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/11/2010,York,,Monday,2010,,November,45,13500,,13500,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/11/2010,York,,Tuesday,2010,,November,45,14264,,14264,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/11/2010,York,,Wednesday,2010,,November,45,17223,,17223,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/11/2010,York,,Thursday,2010,,November,45,14983,,14983,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/11/2010,York,,Friday,2010,,November,45,23344,,23344,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/11/2010,York,,Saturday,2010,,November,45,51875,,51875,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/11/2010,York,,Sunday,2010,,November,45,16161,,16161,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/11/2010,York,,Monday,2010,,November,46,21840,,21840,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/11/2010,York,,Tuesday,2010,,November,46,15624,,15624,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/11/2010,York,,Wednesday,2010,,November,46,16602,,16602,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/11/2010,York,,Thursday,2010,,November,46,20328,,20328,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/11/2010,York,,Friday,2010,,November,46,23540,,23540,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/11/2010,York,,Saturday,2010,,November,46,39985,,39985,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/11/2010,York,,Sunday,2010,,November,46,17082,,17082,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/11/2010,York,,Monday,2010,,November,47,17101,,17101,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/11/2010,York,,Tuesday,2010,,November,47,20130,,20130,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/11/2010,York,,Wednesday,2010,,November,47,18265,,18265,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/11/2010,York,,Thursday,2010,,November,47,28417,,28417,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/11/2010,York,,Friday,2010,,November,47,42751,,42751,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/11/2010,York,,Saturday,2010,,November,47,57537,,57537,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/11/2010,York,,Sunday,2010,,November,47,28632,,28632,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/12/2010,York,,Wednesday,2010,,December,48,9632,,9632,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/12/2010,York,,Thursday,2010,,December,48,13298,,13298,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/12/2010,York,,Friday,2010,,December,48,20766,,20766,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/12/2010,York,,Saturday,2010,,December,48,38084,,38084,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/12/2010,York,,Sunday,2010,,December,48,16858,,16858,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/11/2010,York,,Monday,2010,,December,48,18075,,18075,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/11/2010,York,,Tuesday,2010,,December,48,15369,,15369,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/12/2010,York,,Monday,2010,,December,49,22538,,22538,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/12/2010,York,,Tuesday,2010,,December,49,14631,,14631,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/12/2010,York,,Wednesday,2010,,December,49,25783,,25783,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/12/2010,York,,Thursday,2010,,December,49,18608,,18608,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/12/2010,York,,Friday,2010,,December,49,23236,,23236,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/12/2010,York,,Saturday,2010,,December,49,41102,,41102,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/12/2010,York,,Sunday,2010,,December,49,20421,,20421,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/12/2010,York,,Monday,2010,,December,50,19681,,19681,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/12/2010,York,,Tuesday,2010,,December,50,21180,,21180,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/12/2010,York,,Wednesday,2010,,December,50,21935,,21935,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/12/2010,York,,Thursday,2010,,December,50,25595,,25595,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/12/2010,York,,Friday,2010,,December,50,30271,,30271,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/12/2010,York,,Saturday,2010,,December,50,40809,,40809,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/12/2010,York,,Sunday,2010,,December,50,16934,,16934,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/12/2010,York,,Monday,2010,,December,51,24404,,24404,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/12/2010,York,,Tuesday,2010,,December,51,25971,,25971,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/12/2010,York,,Wednesday,2010,,December,51,19744,,19744,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/12/2010,York,,Thursday,2010,,December,51,22950,,22950,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/12/2010,York,,Friday,2010,,December,51,24757,,24757,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/12/2010,York,,Saturday,2010,,December,51,796,,796,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/12/2010,York,,Sunday,2010,,December,51,6297,,6297,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/01/2011,York,,Saturday,2010,,December,52,7271,,7271,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/01/2011,York,,Sunday,2010,,December,52,13564,,13564,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/12/2010,York,,Monday,2010,,December,52,18938,,18938,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/12/2010,York,,Tuesday,2010,,December,52,20320,,20320,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/12/2010,York,,Wednesday,2010,,December,52,24092,,24092,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/12/2010,York,,Thursday,2010,,December,52,22474,,22474,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,31/12/2010,York,,Friday,2010,,December,52,20882,,20882,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/01/2011,York,,Monday,2011,,January,2,17448,,17448,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/01/2011,York,,Tuesday,2011,,January,2,14191,,14191,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/01/2011,York,,Wednesday,2011,,January,2,13428,,13428,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/01/2011,York,,Thursday,2011,,January,2,14556,,14556,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/01/2011,York,,Friday,2011,,January,2,15927,,15927,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/01/2011,York,,Saturday,2011,,January,2,27877,,27877,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/01/2011,York,,Sunday,2011,,January,2,12232,,12232,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/01/2011,York,,Monday,2011,,January,3,12307,,12307,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/01/2011,York,,Tuesday,2011,,January,3,13995,,13995,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/01/2011,York,,Wednesday,2011,,January,3,13945,,13945,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/01/2011,York,,Thursday,2011,,January,3,16221,,16221,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/01/2011,York,,Friday,2011,,January,3,17218,,17218,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/01/2011,York,,Saturday,2011,,January,3,26042,,26042,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/01/2011,York,,Sunday,2011,,January,3,9849,,9849,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/01/2011,York,,Monday,2011,,January,4,15357,,15357,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/01/2011,York,,Tuesday,2011,,January,4,20890,,20890,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/01/2011,York,,Wednesday,2011,,January,4,20122,,20122,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/01/2011,York,,Thursday,2011,,January,4,19281,,19281,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/01/2011,York,,Friday,2011,,January,4,23533,,23533,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/01/2011,York,,Saturday,2011,,January,4,25626,,25626,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/01/2011,York,,Sunday,2011,,January,4,11175,,11175,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/01/2011,York,,Monday,2011,,January,5,15611,,15611,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/01/2011,York,,Tuesday,2011,,January,5,14662,,14662,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/01/2011,York,,Wednesday,2011,,January,5,13691,,13691,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/01/2011,York,,Thursday,2011,,January,5,14603,,14603,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/01/2011,York,,Friday,2011,,January,5,23786,,23786,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/01/2011,York,,Saturday,2011,,January,5,44806,,44806,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/01/2011,York,,Sunday,2011,,January,5,14836,,14836,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/02/2011,York,,Tuesday,2011,,February,6,16718,,16718,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/02/2011,York,,Wednesday,2011,,February,6,13632,,13632,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/02/2011,York,,Thursday,2011,,February,6,20345,,20345,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/02/2011,York,,Friday,2011,,February,6,20186,,20186,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/02/2011,York,,Saturday,2011,,February,6,25231,,25231,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/02/2011,York,,Sunday,2011,,February,6,10839,,10839,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,31/01/2011,York,,Monday,2011,,February,6,17119,,17119,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/02/2011,York,,Monday,2011,,February,7,14281,,14281,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/02/2011,York,,Tuesday,2011,,February,7,25327,,25327,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/02/2011,York,,Wednesday,2011,,February,7,14031,,14031,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/02/2011,York,,Thursday,2011,,February,7,18313,,18313,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/02/2011,York,,Friday,2011,,February,7,17227,,17227,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/02/2011,York,,Saturday,2011,,February,7,35345,,35345,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/02/2011,York,,Sunday,2011,,February,7,10739,,10739,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/02/2011,York,,Monday,2011,,February,8,20682,,20682,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/02/2011,York,,Tuesday,2011,,February,8,14128,,14128,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/02/2011,York,,Wednesday,2011,,February,8,24603,,24603,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/02/2011,York,,Thursday,2011,,February,8,14869,,14869,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/02/2011,York,,Friday,2011,,February,8,18110,,18110,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/02/2011,York,,Saturday,2011,,February,8,22713,,22713,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/02/2011,York,,Sunday,2011,,February,8,12612,,12612,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/02/2011,York,,Monday,2011,,February,9,18758,,18758,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/02/2011,York,,Tuesday,2011,,February,9,23811,,23811,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/02/2011,York,,Wednesday,2011,,February,9,19254,,19254,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/02/2011,York,,Thursday,2011,,February,9,36578,,36578,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/02/2011,York,,Friday,2011,,February,9,27507,,27507,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/02/2011,York,,Saturday,2011,,February,9,30763,,30763,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/02/2011,York,,Sunday,2011,,February,9,12396,,12396,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/03/2011,York,,Tuesday,2011,,March,10,27090,,27090,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/03/2011,York,,Wednesday,2011,,March,10,14219,,14219,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/03/2011,York,,Thursday,2011,,March,10,15163,,15163,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/03/2011,York,,Friday,2011,,March,10,17206,,17206,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/03/2011,York,,Saturday,2011,,March,10,26307,,26307,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/03/2011,York,,Sunday,2011,,March,10,13492,,13492,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/02/2011,York,,Monday,2011,,March,10,15209,,15209,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,07/03/2011,York,,Monday,2011,,March,11,14339,,14339,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,08/03/2011,York,,Tuesday,2011,,March,11,24729,,24729,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,09/03/2011,York,,Wednesday,2011,,March,11,18130,,18130,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,10/03/2011,York,,Thursday,2011,,March,11,18074,,18074,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,11/03/2011,York,,Friday,2011,,March,11,18318,,18318,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,12/03/2011,York,,Saturday,2011,,March,11,29388,,29388,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,13/03/2011,York,,Sunday,2011,,March,11,11413,,11413,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,14/03/2011,York,,Monday,2011,,March,12,23424,,23424,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,15/03/2011,York,,Tuesday,2011,,March,12,14078,,14078,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,16/03/2011,York,,Wednesday,2011,,March,12,14494,,14494,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,17/03/2011,York,,Thursday,2011,,March,12,17426,,17426,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,18/03/2011,York,,Friday,2011,,March,12,30133,,30133,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,19/03/2011,York,,Saturday,2011,,March,12,35357,,35357,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,20/03/2011,York,,Sunday,2011,,March,12,11695,,11695,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,21/03/2011,York,,Monday,2011,,March,13,24632,,24632,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,22/03/2011,York,,Tuesday,2011,,March,13,27670,,27670,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,23/03/2011,York,,Wednesday,2011,,March,13,22754,,22754,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,24/03/2011,York,,Thursday,2011,,March,13,23085,,23085,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,25/03/2011,York,,Friday,2011,,March,13,24097,,24097,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,26/03/2011,York,,Saturday,2011,,March,13,26086,,26086,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,27/03/2011,York,,Sunday,2011,,March,13,13873,,13873,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,01/04/2011,York,,Friday,2011,,March,14,21384,,21384,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,02/04/2011,York,,Saturday,2011,,March,14,30054,,30054,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,03/04/2011,York,,Sunday,2011,,March,14,13090,,13090,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,28/03/2011,York,,Monday,2011,,March,14,19495,,19495,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,29/03/2011,York,,Tuesday,2011,,March,14,15253,,15253,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,30/03/2011,York,,Wednesday,2011,,March,14,13781,,13781,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,31/03/2011,York,,Thursday,2011,,March,14,24256,,24256,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,04/04/2011,York,,Monday,2011,,April,15,13526,,13526,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,05/04/2011,York,,Tuesday,2011,,April,15,16445,,16445,,,,,,,-1.08079977113872,53.9589757477743,1
Parliament Street,06/04/2011,York,,Wednesday,2011,,April,15,21428,,21428,,,,,,,-1.08079977113872,53.9589757477743,1
